mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000004,2022-04-27T03:27:07.000Z,0,3.8848,NaN,8.924,Infinity,NaN,Infinity
,,82.8125,0.1389,NaN,NaN,0.2669,NaN,NaN
,,84.375,0.2036,NaN,NaN,0.384,NaN,NaN
,,85.9375,0.182,NaN,NaN,0.3371,NaN,NaN
,,87.5,NaN,NaN,NaN,NaN,NaN,NaN
,,89.0625,NaN,NaN,NaN,NaN,NaN,NaN
,,90.625,NaN,NaN,NaN,NaN,NaN,NaN
,,92.1875,NaN,NaN,NaN,NaN,NaN,NaN
,,93.75,NaN,NaN,NaN,NaN,NaN,NaN
,,95.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,96.875,NaN,NaN,NaN,NaN,NaN,NaN
,,98.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,100,NaN,NaN,NaN,NaN,NaN,NaN
,,101.5625,NaN,NaN,0.2179,NaN,NaN,0.3415
,,103.125,NaN,NaN,0.1054,NaN,NaN,0.1627
,,104.6875,0,NaN,0.1772,0,NaN,0.2694
,,106.25,0.0814,NaN,0.0766,0.1219,NaN,0.1147
,,107.8125,0.1221,NaN,0.1485,0.1802,NaN,0.2192
,,109.375,0.0168,NaN,0.1245,0.0244,NaN,0.1812
,,110.9375,0.1509,NaN,0.091,0.2165,NaN,0.1306
,,112.5,0.1221,NaN,0.1174,0.1727,NaN,0.1661
,,114.0625,0.1653,NaN,0.0527,0.2306,NaN,0.0735
,,115.625,0.0766,NaN,0.1389,0.1054,NaN,0.1912
,,117.1875,0.1509,NaN,0.0072,0.2049,NaN,0.0098
,,118.75,0.0862,NaN,NaN,0.1155,NaN,NaN
,,120.3125,0.091,NaN,NaN,0.1204,NaN,NaN
,,121.875,0.1461,NaN,NaN,0.1908,NaN,NaN
,,123.4375,0.0168,NaN,NaN,0.0217,NaN,NaN
,,125,0.0527,NaN,NaN,0.0671,NaN,NaN
,,126.5625,0.0623,NaN,NaN,0.0783,NaN,NaN
,,128.125,0.0479,NaN,NaN,0.0595,NaN,NaN
,,129.6875,0.1389,0,NaN,0.1705,0,NaN
,,131.25,0.0886,0.1437,NaN,0.1074,0.1743,NaN
,,132.8125,0.1198,0.1006,NaN,0.1436,0.1206,NaN
,,134.375,0.0287,0.0742,NaN,0.034,0.0879,NaN
,,135.9375,0.1293,0.0168,NaN,0.1514,0.0197,NaN
,,137.5,0.0359,0.0599,NaN,0.0416,0.0693,NaN
,,139.0625,0.0527,0.0982,NaN,0.0603,0.1124,NaN
,,140.625,0.0623,0.0383,NaN,0.0705,0.0433,NaN
,,142.1875,0.1269,0.0551,NaN,0.142,0.0617,NaN
,,143.75,0.0168,0.0479,NaN,0.0186,0.053,NaN
,,145.3125,0.0335,0.1006,NaN,0.0367,0.1102,NaN
,,146.875,0.0407,0.0383,NaN,0.0441,0.0415,NaN
,,148.4375,0.1006,0.0647,NaN,0.1079,0.0694,NaN
,,150,0.091,0.0886,NaN,0.0966,0.094,NaN
,,151.5625,0.1102,0.0527,NaN,0.1157,0.0553,NaN
,,153.125,0.0886,0.0623,NaN,0.0921,0.0648,NaN
,,154.6875,0.012,0.0575,0,0.0123,0.0592,0
,,156.25,0.1844,0.0814,0.0695,0.1878,0.0829,0.0708
,,157.8125,0.0671,0.0168,0.0958,0.0677,0.0169,0.0966
,,159.375,0.0479,0.0335,0.0072,0.0478,0.0335,0.0072
,,160.9375,0.1461,0.0383,0.1748,0.1445,0.0379,0.1729
,,162.5,0.012,0.0192,0.0862,0.0118,0.0188,0.0844
,,164.0625,0.1269,0.0766,0.0503,0.1231,0.0743,0.0488
,,165.625,0.1485,0.1293,0.2395,0.1427,0.1242,0.2301
,,167.1875,0.1198,0.0575,0.1437,0.114,0.0547,0.1368
,,168.75,0.0695,0.0934,0.1509,0.0655,0.0881,0.1423
,,170.3125,0.0359,0.1485,0.0862,0.0335,0.1388,0.0806
,,171.875,0.1581,0.1509,0.4742,0.1464,0.1397,0.4391
,,173.4375,0.1126,0.1198,0.0814,0.1033,0.1099,0.0747
,,175,0.1221,0.0407,0.1126,0.111,0.037,0.1024
,,176.5625,NaN,0.0575,0.1413,NaN,0.0518,0.1274
,,178.125,NaN,0.3449,1.1856,NaN,0.3082,1.0593
,,179.6875,NaN,0.1868,0.3497,NaN,0.1655,0.3097
,,181.25,NaN,0.1653,0.1964,NaN,0.1451,0.1725
,,182.8125,NaN,0.2539,0.1868,NaN,0.221,0.1626
,,184.375,NaN,NaN,0.3904,NaN,NaN,0.337
,,185.9375,NaN,NaN,0.1102,NaN,NaN,0.0943
,,187.5,NaN,NaN,0.2347,NaN,NaN,0.1992
,,189.0625,NaN,NaN,0.1916,NaN,NaN,0.1613
,,190.625,NaN,NaN,0.1748,NaN,NaN,0.1459
,,192.1875,NaN,NaN,0.1724,NaN,NaN,0.1428
,,193.75,NaN,NaN,0.0647,NaN,NaN,0.0531
,,195.3125,NaN,NaN,0.0216,NaN,NaN,0.0176
,,196.875,NaN,NaN,0.1748,NaN,NaN,0.1413
,,198.4375,NaN,NaN,0.1605,NaN,NaN,0.1287
,,200,NaN,NaN,0.194,NaN,NaN,0.1544
,,201.5625,NaN,0,0.1581,NaN,0,0.1248
,,203.125,NaN,0.2443,0.2251,NaN,0.1914,0.1764
,,204.6875,NaN,0.0383,0.2395,NaN,0.0298,0.1862
,,206.25,NaN,0.012,0.1365,NaN,0.0093,0.1053
,,207.8125,NaN,0.0359,0.1006,NaN,0.0275,0.077
,,209.375,NaN,0.1102,0.2946,NaN,0.0838,0.2239
,,210.9375,NaN,0.0647,0.1557,NaN,0.0488,0.1175
,,212.5,NaN,0.2299,0.1581,NaN,0.1722,0.1184
,,214.0625,NaN,0,0.0527,NaN,0,0.0392
,,215.625,NaN,0.194,0.2347,NaN,0.1432,0.1732
,,217.1875,NaN,0.2132,0.091,NaN,0.1562,0.0667
,,218.75,NaN,0.1724,0.1581,NaN,0.1254,0.115
,,220.3125,NaN,0.2635,0.3784,NaN,0.1904,0.2734
,,221.875,NaN,0.2419,0.1102,NaN,0.1735,0.079
,,223.4375,NaN,0.0719,0.1916,NaN,0.0512,0.1365
,,225,NaN,0.2275,0.1557,NaN,0.1609,0.1101
,,226.5625,NaN,0.1581,0.0359,NaN,0.1111,0.0252
,,228.125,NaN,0.0958,0.1988,NaN,0.0668,0.1387
,,229.6875,NaN,0.0479,0.2419,NaN,0.0332,0.1676
,,231.25,NaN,0.0335,0.0431,NaN,0.0231,0.0297
,,232.8125,NaN,0.1341,0.1796,NaN,0.0917,0.1228
,,234.375,NaN,0.115,0.091,NaN,0.0781,0.0618
,,235.9375,NaN,0.0623,0.0335,NaN,0.042,0.0226
,,237.5,NaN,0.0551,0.024,NaN,0.0369,0.0161
,,239.0625,NaN,0.0958,0.182,NaN,0.0638,0.1212
,,240.625,NaN,0.0982,0.0623,NaN,0.065,0.0412
,,242.1875,NaN,0.0719,0.0958,NaN,0.0472,0.063
,,243.75,NaN,0.0599,0.0599,NaN,0.0391,0.0391
,,245.3125,NaN,0.0575,NaN,NaN,0.0373,NaN
,,246.875,NaN,0.1317,NaN,NaN,0.0849,NaN
,,248.4375,NaN,0.0599,NaN,NaN,0.0384,NaN
,,250,NaN,0.0503,NaN,NaN,0.032,NaN
,,251.5625,NaN,0.1006,NaN,NaN,0.0636,NaN
,,253.125,NaN,0.0862,NaN,NaN,0.0542,NaN
,,254.6875,NaN,0.0383,NaN,NaN,0.0239,NaN
,,256.25,NaN,NaN,NaN,NaN,NaN,NaN
,,257.8125,NaN,NaN,NaN,NaN,NaN,NaN
,,259.375,NaN,NaN,NaN,NaN,NaN,NaN
,,260.9375,NaN,NaN,NaN,NaN,NaN,NaN
,,262.5,NaN,NaN,NaN,NaN,NaN,NaN
,,264.0625,NaN,NaN,NaN,NaN,NaN,NaN
,,265.625,NaN,NaN,NaN,NaN,NaN,NaN
,,267.1875,NaN,NaN,NaN,NaN,NaN,NaN
,,268.75,NaN,NaN,NaN,NaN,NaN,NaN
,,270.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,271.875,NaN,NaN,NaN,NaN,NaN,NaN
,,273.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,275,NaN,NaN,NaN,NaN,NaN,NaN
,,276.5625,NaN,NaN,NaN,NaN,NaN,NaN
,,278.125,NaN,NaN,NaN,NaN,NaN,NaN
,,279.6875,NaN,NaN,NaN,NaN,NaN,NaN
,,281.25,NaN,NaN,0.0527,NaN,NaN,0.0298
,,282.8125,NaN,NaN,0.0503,NaN,NaN,0.0283
,,284.375,NaN,NaN,0.1413,NaN,NaN,0.0791
,,285.9375,NaN,NaN,0.1509,NaN,NaN,0.084
,,287.5,NaN,NaN,0.0695,NaN,NaN,0.0385
,,289.0625,NaN,NaN,0.1078,NaN,NaN,0.0594
,,290.625,NaN,NaN,0.1126,NaN,NaN,0.0617
,,292.1875,NaN,0.0168,0.0671,NaN,0.0092,0.0365
,,293.75,NaN,0.1389,0.1102,NaN,0.0753,0.0597
,,295.3125,NaN,0.0359,0.0551,NaN,0.0193,0.0297
,,296.875,NaN,0.012,0.0311,NaN,0.0064,0.0167
,,298.4375,NaN,0.0144,0.0575,NaN,0.0077,0.0307
,,300,NaN,0.1174,0.1269,NaN,0.0623,0.0673
,,301.5625,NaN,0.024,0.0958,NaN,0.0127,0.0506
,,303.125,NaN,0.0503,0.1389,NaN,0.0264,0.0729
,,304.6875,NaN,0.0958,0.0647,NaN,0.05,0.0338
,,306.25,NaN,0.0862,0.0958,NaN,0.0448,0.0498
,,307.8125,NaN,0.0958,0.0335,NaN,0.0495,0.0173
,,309.375,NaN,0.0575,0.0695,NaN,0.0296,0.0358
,,310.9375,NaN,0.0599,0.0742,NaN,0.0307,0.038
,,312.5,NaN,0.0575,0.0982,NaN,0.0293,0.05
,,314.0625,NaN,0.0479,0.0144,NaN,0.0243,0.0073
,,315.625,NaN,0.024,0.0359,NaN,0.0121,0.0181
,,317.1875,NaN,0.0144,NaN,NaN,0.0072,NaN
,,318.75,NaN,0.0862,NaN,NaN,0.043,NaN
,,320.3125,NaN,0.0599,NaN,NaN,0.0298,NaN
,,321.875,NaN,0.0192,NaN,NaN,0.0095,NaN
,,323.4375,NaN,0.1078,NaN,NaN,0.053,NaN
,,325,NaN,0.0287,NaN,NaN,0.0141,NaN
,,326.5625,NaN,0.0479,NaN,NaN,0.0233,NaN
,,328.125,NaN,0.0168,NaN,NaN,0.0081,NaN
,,329.6875,NaN,0.0144,NaN,NaN,0.007,NaN
,,331.25,NaN,0.0144,NaN,NaN,0.0069,NaN
,,332.8125,NaN,0.024,NaN,NaN,0.0115,NaN
,,334.375,NaN,0.0431,NaN,NaN,0.0205,NaN
,,335.9375,NaN,0.0479,NaN,NaN,0.0227,NaN
,,337.5,NaN,0.0383,NaN,NaN,0.0181,NaN
,,339.0625,NaN,0.0072,NaN,NaN,0.0034,NaN
,,340.625,NaN,0.0383,NaN,NaN,0.0179,NaN
,,342.1875,NaN,0.024,NaN,NaN,0.0112,NaN
,,343.75,NaN,0.0168,NaN,NaN,0.0078,NaN
,,345.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,346.875,NaN,NaN,NaN,NaN,NaN,NaN
,,348.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,350,NaN,NaN,NaN,NaN,NaN,NaN
,,351.5625,NaN,NaN,NaN,NaN,NaN,NaN
,,353.125,NaN,NaN,0.0575,NaN,NaN,0.0259
,,354.6875,NaN,NaN,0.0814,NaN,NaN,0.0365
,,356.25,NaN,NaN,0.0742,NaN,NaN,0.0331
,,357.8125,NaN,NaN,0.0671,NaN,NaN,0.0298
,,359.375,NaN,NaN,0.0383,NaN,NaN,0.017
,,360.9375,NaN,NaN,0.0695,NaN,NaN,0.0306
,,362.5,NaN,NaN,0.0335,NaN,NaN,0.0147
,,364.0625,NaN,NaN,0.091,NaN,NaN,0.0398
,,365.625,NaN,NaN,0.0671,NaN,NaN,0.0292
,,367.1875,NaN,NaN,0.0072,NaN,NaN,0.0031
,,368.75,NaN,NaN,0.0311,NaN,NaN,0.0134
,,370.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,371.875,NaN,NaN,NaN,NaN,NaN,NaN
,,373.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,375,0.0263,NaN,NaN,0.0112,NaN,NaN
,,376.5625,0.0503,NaN,NaN,0.0213,NaN,NaN
,,378.125,0.0527,NaN,NaN,0.0222,NaN,NaN
,,379.6875,0.1006,NaN,NaN,0.0422,NaN,NaN
,,381.25,0.0455,0,NaN,0.019,0,NaN
,,382.8125,0.0383,0.0263,NaN,0.0159,0.0109,NaN
,,384.375,0.0407,0.0551,NaN,0.0169,0.0228,NaN
,,385.9375,0.1006,0.0407,NaN,0.0415,0.0168,NaN
,,387.5,0.0287,0.0311,NaN,0.0118,0.0128,NaN
,,389.0625,0.0216,0.0192,0.0647,0.0088,0.0079,0.0265
,,390.625,0.0359,0.0479,0.0168,0.0146,0.0195,0.0068
,,392.1875,NaN,0.1317,0.103,NaN,0.0534,0.0418
,,393.75,NaN,0.0479,0.0263,NaN,0.0194,0.0106
,,395.3125,NaN,0.0144,0.0527,NaN,0.0058,0.0212
,,396.875,NaN,0.0862,0.0335,NaN,0.0346,0.0134
,,398.4375,NaN,0.0216,0.0479,NaN,0.0086,0.0191
,,400,NaN,0.0431,0.0359,NaN,0.0171,0.0143
,,401.5625,NaN,0.079,0.0383,NaN,0.0313,0.0152
,,403.125,NaN,0.0407,0.0695,NaN,0.0161,0.0274
,,404.6875,NaN,0.0335,0.024,NaN,0.0132,0.0094
,,406.25,NaN,0.0551,0.0287,NaN,0.0216,0.0112
,,407.8125,NaN,0.0311,0.024,NaN,0.0121,0.0094
,,409.375,NaN,0.0671,0.0048,NaN,0.0261,0.0019
,,410.9375,NaN,0.0503,0.0263,NaN,0.0195,0.0102
,,412.5,NaN,0.0527,0.0862,NaN,0.0203,0.0333
,,414.0625,NaN,0.024,0.0263,NaN,0.0092,0.0101
,,415.625,NaN,0,0.0072,NaN,0,0.0028
,,417.1875,NaN,NaN,0.0527,NaN,NaN,0.0201
,,418.75,NaN,NaN,0.0072,NaN,NaN,0.0027
,,420.3125,NaN,NaN,0.0503,NaN,NaN,0.019
,,421.875,NaN,NaN,0.0287,NaN,NaN,0.0108
,,423.4375,NaN,NaN,0.0599,NaN,NaN,0.0225
,,425,NaN,NaN,0.0335,NaN,NaN,0.0125
,,426.5625,NaN,NaN,0.0742,NaN,NaN,0.0277
,,428.125,NaN,NaN,0.0479,NaN,NaN,0.0178
,,429.6875,NaN,NaN,0.0623,NaN,NaN,0.0231
,,431.25,NaN,NaN,0.0575,NaN,NaN,0.0212
,,432.8125,NaN,NaN,0.012,NaN,NaN,0.0044
,,434.375,NaN,NaN,0.0575,NaN,NaN,0.0211
,,435.9375,NaN,0.0287,0.0335,NaN,0.0105,0.0122
,,437.5,NaN,0.0359,0.0383,NaN,0.0131,0.0139
,,439.0625,NaN,0.0192,0.0359,NaN,0.007,0.013
,,440.625,NaN,0.0168,0.0551,NaN,0.0061,0.0199
,,442.1875,NaN,0.0335,0.0359,NaN,0.0121,0.0129
,,443.75,NaN,0.0383,0.0263,NaN,0.0137,0.0094
,,445.3125,NaN,0.0671,0.0671,NaN,0.024,0.024
,,446.875,NaN,0.012,0.0263,NaN,0.0043,0.0094
,,448.4375,NaN,0.0431,0.0192,NaN,0.0153,0.0068
,,450,NaN,0.0527,0.0048,NaN,0.0186,0.0017
,,451.5625,NaN,0.0407,0.0263,NaN,0.0143,0.0093
,,453.125,NaN,NaN,0.0503,NaN,NaN,0.0177
,,454.6875,NaN,NaN,0.0335,NaN,NaN,0.0117
,,456.25,NaN,NaN,0.0072,NaN,NaN,0.0025
,,457.8125,NaN,NaN,0.024,NaN,NaN,0.0083
,,459.375,NaN,NaN,0.0455,NaN,NaN,0.0158
,,460.9375,NaN,NaN,0.0814,NaN,NaN,0.0281
,,462.5,NaN,NaN,0.0192,NaN,NaN,0.0066
,,464.0625,0,NaN,0.0072,0,NaN,0.0025
,,465.625,0.0383,NaN,0.0359,0.0131,NaN,0.0123
,,467.1875,0.0263,NaN,0.0144,0.009,NaN,0.0049
,,468.75,0.0072,NaN,0.0407,0.0024,NaN,0.0138
,,470.3125,0.0359,NaN,0.0335,0.0121,NaN,0.0113
,,471.875,0.0216,0.0168,0.0192,0.0073,0.0057,0.0065
,,473.4375,0.0263,0.0359,0.024,0.0088,0.0121,0.0081
,,475,0.0048,0.0647,0.0216,0.0016,0.0217,0.0072
,,476.5625,0.0862,0.0527,0.0407,0.0288,0.0176,0.0136
,,478.125,0,0.0551,0.0144,0,0.0183,0.0048
,,479.6875,0.0719,0.0407,0.0359,0.0239,0.0135,0.0119
,,481.25,0.0599,0.012,0.0527,0.0198,0.004,0.0174
,,482.8125,NaN,0.0575,0.0192,NaN,0.019,0.0063
,,484.375,NaN,0.0766,0.0072,NaN,0.0252,0.0024
,,485.9375,NaN,0.0479,0.0072,NaN,0.0157,0.0024
,,487.5,NaN,0.0838,0.0192,NaN,0.0274,0.0063
,,489.0625,NaN,0.0695,0.0335,NaN,0.0226,0.0109
,,490.625,NaN,0.0766,0.0335,NaN,0.0248,0.0109
,,492.1875,NaN,0.0359,0,NaN,0.0116,0
,,493.75,NaN,0.0383,0.0048,NaN,0.0123,0.0015
,,495.3125,NaN,0.0359,0.0072,NaN,0.0115,0.0023
,,496.875,NaN,0.0263,NaN,NaN,0.0084,NaN
,,498.4375,NaN,0.0503,NaN,NaN,0.0161,NaN
,,500,NaN,0.0383,NaN,NaN,0.0122,NaN
,,501.5625,NaN,0.0551,NaN,NaN,0.0175,NaN
,,503.125,NaN,0.012,NaN,NaN,0.0038,NaN
,,504.6875,NaN,0.0359,NaN,NaN,0.0113,NaN
,,506.25,NaN,0.0287,NaN,NaN,0.009,NaN
,,507.8125,NaN,NaN,NaN,NaN,NaN,NaN
,,509.375,NaN,NaN,NaN,NaN,NaN,NaN
,,510.9375,NaN,NaN,NaN,NaN,NaN,NaN
,,512.5,NaN,NaN,NaN,NaN,NaN,NaN
,,514.0625,NaN,NaN,NaN,NaN,NaN,NaN
,,515.625,NaN,NaN,NaN,NaN,NaN,NaN
,,517.1875,NaN,NaN,NaN,NaN,NaN,NaN
,,518.75,NaN,NaN,NaN,NaN,NaN,NaN
,,520.3125,NaN,NaN,NaN,NaN,NaN,NaN
,,521.875,NaN,NaN,NaN,NaN,NaN,NaN
,,523.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,525,NaN,0,NaN,NaN,0,NaN
,,526.5625,NaN,0.0263,NaN,NaN,0.0079,NaN
,,528.125,NaN,0.0551,NaN,NaN,0.0166,NaN
,,529.6875,NaN,0.1389,NaN,NaN,0.0417,NaN
,,531.25,NaN,0.3114,NaN,NaN,0.0933,NaN
,,532.8125,NaN,0.2826,NaN,NaN,0.0844,NaN
,,534.375,NaN,0.0766,NaN,NaN,0.0228,NaN
,,535.9375,NaN,0.0479,NaN,NaN,0.0142,NaN
,,537.5,NaN,0.0551,NaN,NaN,0.0163,NaN
,,539.0625,NaN,0.0168,NaN,NaN,0.005,NaN
,,540.625,NaN,0.0216,NaN,NaN,0.0064,NaN
,,542.1875,NaN,0.0144,NaN,NaN,0.0042,NaN
,,543.75,NaN,0.0359,NaN,NaN,0.0105,NaN
,,545.3125,NaN,0.0263,NaN,NaN,0.0077,NaN
,,546.875,NaN,0.0072,NaN,NaN,0.0021,NaN
,,548.4375,NaN,0.0263,NaN,NaN,0.0076,NaN
,,550,NaN,0.0048,0,NaN,0.0014,0
,,551.5625,NaN,0.024,0.0168,NaN,0.0069,0.0048
,,553.125,NaN,0.0216,0.024,NaN,0.0062,0.0069
,,554.6875,NaN,0.0359,0.024,NaN,0.0103,0.0069
,,556.25,NaN,0.024,0.0168,NaN,0.0069,0.0048
,,557.8125,NaN,0.0216,0.012,NaN,0.0062,0.0034
,,559.375,NaN,0,0.0216,NaN,0,0.0061
,,560.9375,NaN,0,0.0527,NaN,0,0.015
,,562.5,NaN,0.0192,0.0383,NaN,0.0054,0.0108
,,564.0625,NaN,0.0048,0,NaN,0.0014,0
,,565.625,NaN,0.0359,0.0072,NaN,0.0101,0.002
,,567.1875,NaN,0.0311,0.0335,NaN,0.0087,0.0094
,,568.75,NaN,0.0072,0.0359,NaN,0.002,0.01
,,570.3125,NaN,0.0263,0.0168,NaN,0.0073,0.0047
,,571.875,0,0.0192,0.0168,0,0.0053,0.0047
,,573.4375,0.0216,0.0287,0.0311,0.006,0.008,0.0086
,,575,0,0.0455,0.0072,0,0.0126,0.002
,,576.5625,0.0144,0.0383,0.0168,0.004,0.0106,0.0046
,,578.125,0.0479,0.0263,0.0168,0.0132,0.0072,0.0046
,,579.6875,0.0216,0.0599,0.0287,0.0059,0.0164,0.0079
,,581.25,0.0072,0.0479,0,0.002,0.0131,0
,,582.8125,0.0383,0.0072,0.0192,0.0105,0.002,0.0052
,,584.375,0.0144,0.0335,0.012,0.0039,0.0091,0.0033
,,585.9375,0.0431,0.0263,0.012,0.0117,0.0071,0.0033
,,587.5,0.0192,0.0359,0.0216,0.0052,0.0097,0.0059
,,589.0625,0.0263,0.0263,0.024,0.0071,0.0071,0.0065
,,590.625,0.0072,0.0144,0.024,0.0019,0.0039,0.0065
,,592.1875,0.0455,0.0192,0.0216,0.0122,0.0052,0.0058
,,593.75,0.0263,0.0072,0.012,0.007,0.0019,0.0032
,,595.3125,0.0168,0.0072,0.024,0.0045,0.0019,0.0064
,,596.875,0.0335,NaN,0.0144,0.0089,NaN,0.0038
,,598.4375,0.0335,NaN,0.0168,0.0089,NaN,0.0045
,,600,0.0263,NaN,0.0192,0.007,NaN,0.0051
,,601.5625,0.0431,NaN,0.024,0.0114,NaN,0.0063
,,603.125,0.0072,NaN,0.0263,0.0019,NaN,0.0069
,,604.6875,0.0407,NaN,NaN,0.0107,NaN,NaN
,,606.25,0.0527,NaN,NaN,0.0138,NaN,NaN
,,607.8125,0.012,NaN,NaN,0.0031,NaN,NaN
,,609.375,0.0048,NaN,NaN,0.0013,NaN,NaN
,,610.9375,0.0311,NaN,NaN,0.0081,NaN,NaN
,,612.5,0.0072,NaN,NaN,0.0019,NaN,NaN
,,614.0625,0.0072,NaN,NaN,0.0019,NaN,NaN
,,615.625,0.0192,NaN,NaN,0.005,NaN,NaN
,,617.1875,0.024,NaN,NaN,0.0062,NaN,NaN
,,618.75,0.0263,NaN,NaN,0.0068,NaN,NaN
,,620.3125,0.0048,NaN,NaN,0.0012,NaN,NaN
,,621.875,0.012,NaN,0,0.0031,NaN,0
,,623.4375,0.0192,NaN,0.0263,0.0049,NaN,0.0067
,,625,0.024,NaN,0.0144,0.0061,NaN,0.0037
,,626.5625,0.0575,NaN,0.0144,0.0146,NaN,0.0037
,,628.125,0.0144,NaN,0.0048,0.0036,NaN,0.0012
,,629.6875,0.0335,NaN,0.0335,0.0085,NaN,0.0085
,,631.25,0.0072,NaN,0.0072,0.0018,NaN,0.0018
,,632.8125,0.0263,NaN,0.0287,0.0066,NaN,0.0072
,,634.375,0.024,NaN,0.012,0.006,NaN,0.003
,,635.9375,0.0359,NaN,0.012,0.009,NaN,0.003
,,637.5,0.0287,NaN,0.012,0.0072,NaN,0.003
,,639.0625,0.0144,NaN,0.0072,0.0036,NaN,0.0018
,,640.625,0.0335,NaN,NaN,0.0083,NaN,NaN
,,642.1875,0.0263,NaN,NaN,0.0065,NaN,NaN
,,643.75,0.0144,NaN,NaN,0.0036,NaN,NaN
,,645.3125,0.0359,NaN,NaN,0.0089,NaN,NaN
,,646.875,0.0072,NaN,NaN,0.0018,NaN,NaN
,,648.4375,0.0335,NaN,NaN,0.0082,NaN,NaN
,,650,0.0168,NaN,NaN,0.0041,NaN,NaN
,,651.5625,0.0407,NaN,NaN,0.0099,NaN,NaN
,,653.125,0.0263,NaN,NaN,0.0064,NaN,NaN
,,654.6875,0.024,NaN,NaN,0.0058,NaN,NaN
,,656.25,0.0862,NaN,NaN,0.0209,NaN,NaN
,,657.8125,0.0263,NaN,0,0.0064,NaN,0
,,659.375,0.0072,NaN,0.0144,0.0017,NaN,0.0035
,,660.9375,0.0287,NaN,0.0144,0.0069,NaN,0.0035
,,662.5,NaN,NaN,0.0072,NaN,NaN,0.0017
,,664.0625,NaN,NaN,0.0144,NaN,NaN,0.0035
,,665.625,NaN,NaN,0.012,NaN,NaN,0.0029
,,667.1875,NaN,NaN,0.0048,NaN,NaN,0.0011
,,668.75,NaN,0,0.0144,NaN,0,0.0034
,,670.3125,NaN,0.012,0.0072,NaN,0.0028,0.0017
,,671.875,NaN,0.0072,0.0144,NaN,0.0017,0.0034
,,673.4375,NaN,0.0072,0.0072,NaN,0.0017,0.0017
,,675,NaN,0.0144,0.012,NaN,0.0034,0.0028
,,676.5625,NaN,0.0216,NaN,NaN,0.0051,NaN
,,678.125,NaN,0.0072,NaN,NaN,0.0017,NaN
,,679.6875,0,0.0144,NaN,0,0.0034,NaN
,,681.25,0.0192,0.012,NaN,0.0045,0.0028,NaN
,,682.8125,0,0,NaN,0,0,NaN
,,684.375,0.0335,0.012,NaN,0.0078,0.0028,NaN
,,685.9375,0.0359,0.0192,NaN,0.0083,0.0045,NaN
,,687.5,0.0216,0.012,NaN,0.005,0.0028,NaN
,,689.0625,0.0168,0.0048,NaN,0.0039,0.0011,NaN
,,690.625,0.0072,0.0072,NaN,0.0017,0.0017,NaN
,,692.1875,0.0144,0,NaN,0.0033,0,NaN
,,693.75,0.0359,0.0048,0,0.0082,0.0011,0
,,695.3125,0.0359,0.0072,0.0072,0.0082,0.0016,0.0016
,,696.875,0.0168,0,0.0048,0.0038,0,0.0011
,,698.4375,0.0144,0,0.0072,0.0033,0,0.0016
,,700,0.0048,0,0.012,0.0011,0,0.0027
,,701.5625,0,0.0072,0.0072,0,0.0016,0.0016
,,703.125,0.012,0.0072,0.012,0.0027,0.0016,0.0027
,,704.6875,0.0431,NaN,0.012,0.0097,NaN,0.0027
,,706.25,0.012,NaN,0.0144,0.0027,NaN,0.0032
,,707.8125,0.0168,NaN,0.0072,0.0038,NaN,0.0016
,,709.375,0.0072,NaN,0.0048,0.0016,NaN,0.0011
,,710.9375,0.0048,NaN,0.0216,0.0011,NaN,0.0048
,,712.5,0.0192,NaN,NaN,0.0043,NaN,NaN
,,714.0625,0.0359,NaN,NaN,0.008,NaN,NaN
,,715.625,0.0216,NaN,NaN,0.0048,NaN,NaN
,,717.1875,0.0072,NaN,NaN,0.0016,NaN,NaN
,,718.75,0.0335,NaN,NaN,0.0074,NaN,NaN
,,720.3125,0.0048,NaN,NaN,0.0011,NaN,NaN
,,721.875,0.024,NaN,NaN,0.0053,NaN,NaN
,,723.4375,0.0168,NaN,NaN,0.0037,NaN,NaN
,,725,0.0072,NaN,NaN,0.0016,NaN,NaN
,,726.5625,0.0263,NaN,NaN,0.0058,NaN,NaN
,,728.125,0.0144,NaN,NaN,0.0031,NaN,NaN
,,729.6875,0.0144,NaN,0,0.0031,NaN,0
,,731.25,0,NaN,0.012,0,NaN,0.0026
,,732.8125,0.0192,NaN,0.0072,0.0042,NaN,0.0016
,,734.375,0.0144,NaN,0.0072,0.0031,NaN,0.0016
,,735.9375,0.0168,NaN,0.0144,0.0036,NaN,0.0031
,,737.5,0.0144,NaN,0.0072,0.0031,NaN,0.0016
,,739.0625,0.012,NaN,0.0144,0.0026,NaN,0.0031
,,740.625,0.0048,NaN,0.0048,0.001,NaN,0.001
,,742.1875,0.0072,NaN,0.012,0.0015,NaN,0.0026
,,743.75,0.0072,NaN,0.0072,0.0015,NaN,0.0015
