mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000004,2022-04-27T03:27:07.000Z,0,3.8848,NaN,8.924,Infinity,NaN,Infinity
,,607.8125,0,0.0144,0.0287,0,0.0038,0.0075
,,609.375,0.0048,0.0072,0,0.0013,0.0019,0
,,610.9375,0.024,0.024,0.0192,0.0063,0.0063,0.005
,,612.5,0.0072,0.0192,0.0311,0.0019,0.005,0.0081
,,614.0625,0.0216,0.0072,0.0216,0.0056,0.0019,0.0056
,,615.625,0.0192,0.0144,0.0048,0.005,0.0037,0.0012
,,617.1875,0.0168,0.0144,0.0144,0.0043,0.0037,0.0037
,,618.75,0.012,0.0144,0.0168,0.0031,0.0037,0.0043
,,620.3125,0.0431,0.0263,0.0144,0.0111,0.0067,0.0037
,,621.875,0.024,0.0192,0.0216,0.0061,0.0049,0.0055
,,623.4375,0.0144,0.0048,0.0144,0.0037,0.0012,0.0037
,,625,0.012,0,0.0216,0.0031,0,0.0055
,,626.5625,0.0072,0.0216,0.0072,0.0018,0.0055,0.0018
,,628.125,0.0383,0.0144,0.0072,0.0097,0.0036,0.0018
,,629.6875,0.0168,0.024,0.0168,0.0042,0.0061,0.0042
,,631.25,0.024,0.0192,0.0263,0.0061,0.0048,0.0066
,,632.8125,0.0072,0.012,0.0072,0.0018,0.003,0.0018
,,634.375,0.0144,0.0192,0.0144,0.0036,0.0048,0.0036
,,635.9375,0.0168,0.012,0.0144,0.0042,0.003,0.0036
,,637.5,0.0048,0,0.0216,0.0012,0,0.0054
,,639.0625,0,0.0263,0.0048,0,0.0065,0.0012
,,640.625,0.0335,0.0048,NaN,0.0083,0.0012,NaN
,,642.1875,0.012,0,NaN,0.003,0,NaN
,,643.75,0.0216,0.012,NaN,0.0053,0.003,NaN
,,645.3125,0.0359,0.0168,NaN,0.0089,0.0041,NaN
,,646.875,0.0072,0.012,NaN,0.0018,0.003,NaN
,,648.4375,0.0192,0.0144,NaN,0.0047,0.0035,NaN
,,650,0.0263,0.0048,NaN,0.0064,0.0012,NaN
,,651.5625,0,0.0263,NaN,0,0.0064,NaN
,,653.125,0,0.012,NaN,0,0.0029,NaN
,,654.6875,0.0144,0.0263,NaN,0.0035,0.0064,NaN
,,656.25,0.0072,0.012,NaN,0.0017,0.0029,NaN
,,657.8125,0.012,0.0383,0,0.0029,0.0093,0
,,659.375,0.012,0.012,0.0048,0.0029,0.0029,0.0012
,,660.9375,0.0192,0.0168,0.0168,0.0046,0.004,0.004
,,662.5,0.0359,0.0192,0,0.0086,0.0046,0
,,664.0625,0.0287,0.0263,0.0192,0.0069,0.0063,0.0046
,,665.625,0.0168,0.0144,0.0072,0.004,0.0034,0.0017
,,667.1875,0.0359,0.0144,0.0192,0.0086,0.0034,0.0046
,,668.75,0.0359,NaN,0.0144,0.0085,NaN,0.0034
,,670.3125,0.0263,NaN,0.0072,0.0062,NaN,0.0017
,,671.875,0.0072,NaN,0,0.0017,NaN,0
,,673.4375,0,NaN,0.0144,0,NaN,0.0034
,,675,0.0144,NaN,0.0072,0.0034,NaN,0.0017
,,676.5625,0.0192,NaN,0.0072,0.0045,NaN,0.0017
,,678.125,0.0048,NaN,0,0.0011,NaN,0
,,679.6875,0.012,NaN,0.0144,0.0028,NaN,0.0034
,,681.25,0.0144,NaN,0.0048,0.0034,NaN,0.0011
,,682.8125,0.0216,NaN,0.012,0.005,NaN,0.0028
,,684.375,0.0072,NaN,0,0.0017,NaN,0
,,685.9375,0.0335,NaN,0.0048,0.0078,NaN,0.0011
,,687.5,0.0287,0,0.012,0.0066,0,0.0028
,,689.0625,0.0072,0.0072,0.0072,0.0017,0.0017,0.0017
,,690.625,0.0072,0.0072,0,0.0017,0.0017,0
,,692.1875,0.0335,0.0048,0.0144,0.0077,0.0011,0.0033
,,693.75,0.0263,0.0048,0.0072,0.006,0.0011,0.0017
,,695.3125,0.024,0.012,0.0144,0.0055,0.0027,0.0033
,,696.875,0,0.012,0,0,0.0027,0
,,698.4375,0.012,0.0144,0.0144,0.0027,0.0033,0.0033
,,700,0.0335,0.0072,0.0072,0.0076,0.0016,0.0016
,,701.5625,0,0.0144,0.012,0,0.0033,0.0027
,,703.125,0.0144,0.0072,0.0072,0.0033,0.0016,0.0016
,,704.6875,0.0335,0.012,0.012,0.0076,0.0027,0.0027
,,706.25,0.0192,0.012,0.0072,0.0043,0.0027,0.0016
,,707.8125,0.024,0.0048,0,0.0054,0.0011,0
,,709.375,0.0216,0.012,0.0144,0.0048,0.0027,0.0032
,,710.9375,0.0407,0.0072,0.012,0.0091,0.0016,0.0027
,,712.5,0.0335,0.0048,NaN,0.0075,0.0011,NaN
,,714.0625,0.0407,0.0072,NaN,0.0091,0.0016,NaN
,,715.625,NaN,0.012,NaN,NaN,0.0027,NaN
,,717.1875,NaN,0.0048,NaN,NaN,0.0011,NaN
,,718.75,NaN,0.0144,NaN,NaN,0.0032,NaN
,,720.3125,NaN,0.0144,NaN,NaN,0.0032,NaN
,,721.875,NaN,0.0072,NaN,NaN,0.0016,NaN
,,723.4375,NaN,0.0072,NaN,NaN,0.0016,NaN
,,725,NaN,0.0072,NaN,NaN,0.0016,NaN
,,726.5625,NaN,0.0144,NaN,NaN,0.0032,NaN
,,728.125,NaN,0.0072,NaN,NaN,0.0016,NaN
,,729.6875,NaN,0.0048,0,NaN,0.001,0
,,731.25,NaN,0.0072,0.0072,NaN,0.0016,0.0016
,,732.8125,NaN,0.0192,0.0072,NaN,0.0042,0.0016
,,734.375,0.0144,0.0048,0.0072,0.0031,0.001,0.0016
,,735.9375,0.012,0.0048,0.0072,0.0026,0.001,0.0016
,,737.5,0.0263,0.0072,0.012,0.0057,0.0016,0.0026
,,739.0625,0,0.0168,0.0072,0,0.0036,0.0016
,,740.625,0.0072,0.0072,0.0072,0.0015,0.0015,0.0015
,,742.1875,0.012,0.0048,0.0168,0.0026,0.001,0.0036
,,743.75,0.0335,0.0072,0.0048,0.0072,0.0015,0.001
,,745.3125,0.0144,0.0144,0,0.0031,0.0031,0
,,746.875,0,0.0048,0,0,0.001,0
,,748.4375,0.012,0.0072,0.0144,0.0026,0.0015,0.0031
,,750,0.0192,0.0072,0.0144,0.0041,0.0015,0.0031
,,751.5625,0.0072,0.0192,0.0048,0.0015,0.0041,0.001
,,753.125,0,0.0072,0.012,0,0.0015,0.0025
,,754.6875,0.024,0.0072,0.0144,0.0051,0.0015,0.003
,,756.25,0.012,0.012,0.0144,0.0025,0.0025,0.003
,,757.8125,0.012,0.0048,0.0048,0.0025,0.001,0.001
,,759.375,0.0072,0.0072,0.0144,0.0015,0.0015,0.003
,,760.9375,0.0192,0.0072,0.0168,0.004,0.0015,0.0035
,,762.5,0.0072,0.0072,0.0144,0.0015,0.0015,0.003
,,764.0625,0,0.0144,0,0,0.003,0
,,765.625,0.0072,0.0144,0.0072,0.0015,0.003,0.0015
,,767.1875,0.0192,0.0048,0.0168,0.004,0.001,0.0035
,,768.75,0.0192,0.0144,0.0072,0.004,0.003,0.0015
,,770.3125,NaN,0.012,0,NaN,0.0025,0
,,771.875,NaN,0.0048,0.0072,NaN,0.001,0.0015
,,773.4375,NaN,0,0.0168,NaN,0,0.0035
,,775,NaN,0.012,0.0144,NaN,0.0025,0.003
,,776.5625,NaN,0.0144,0,NaN,0.003,0
,,778.125,NaN,0.0048,0.012,NaN,0.001,0.0025
,,779.6875,NaN,0.0048,0.0144,NaN,0.001,0.0029
,,781.25,NaN,0.0048,0.0072,NaN,0.001,0.0015
,,782.8125,NaN,0.0144,0,NaN,0.0029,0
,,784.375,NaN,0.012,NaN,NaN,0.0024,NaN
,,785.9375,NaN,0.0048,NaN,NaN,0.001,NaN
,,787.5,NaN,0.0144,NaN,NaN,0.0029,NaN
,,789.0625,NaN,0.0168,NaN,NaN,0.0034,NaN
,,790.625,NaN,0.0144,NaN,NaN,0.0029,NaN
,,792.1875,NaN,0,NaN,NaN,0,NaN
,,793.75,NaN,0.012,NaN,NaN,0.0024,NaN
,,795.3125,NaN,0.0216,NaN,NaN,0.0043,NaN
,,796.875,NaN,0.012,NaN,NaN,0.0024,NaN
,,798.4375,NaN,0.0144,NaN,NaN,0.0029,NaN
,,800,NaN,0,NaN,NaN,0,NaN
454822000004,2022-04-27T04:26:47.000Z,0,3.8944,NaN,8.9695,Infinity,NaN,Infinity
,,1.5625,0.1245,NaN,0.0647,12.6815,NaN,6.5903
,,3.125,0.012,NaN,0.0192,0.6112,NaN,0.9778
,,4.6875,0.1317,0.0742,0.0671,4.4716,2.5193,2.2782
,,6.25,0.0335,0.0623,0.0719,0.8531,1.5865,1.8309
,,7.8125,0.0958,0.0479,0.1221,1.9516,0.9758,2.4874
,,9.375,0.0479,0.0287,0.0742,0.8132,0.4872,1.2597
,,10.9375,0.1269,0.1006,0.115,1.8466,1.4639,1.6734
,,12.5,0.0575,0.0623,0.0287,0.7321,0.7932,0.3654
,,14.0625,0.103,0.0623,0.0359,1.1657,0.7051,0.4063
,,15.625,0.0144,0.0287,0,0.1467,0.2923,0
,,17.1875,0.1078,0.1102,0.091,0.9982,1.0204,0.8427
,,18.75,0.1221,0.0766,0.0359,1.0364,0.6502,0.3047
,,20.3125,0.0647,0.0575,0.0982,0.5069,0.4505,0.7694
,,21.875,0.0862,0.024,0.0766,0.6272,0.1746,0.5573
,,23.4375,0.2036,0.1677,0.1485,1.3826,1.1388,1.0084
,,25,0.1629,0.1413,0.0934,1.0371,0.8995,0.5946
,,26.5625,0.0862,0.1006,0.012,0.5165,0.6028,0.0719
,,28.125,0.0551,0.0263,0.0287,0.3118,0.1488,0.1624
,,29.6875,0.3617,0.2898,0.2611,1.9391,1.5536,1.3998
,,31.25,0.1964,0.2491,0.0575,1.0003,1.2687,0.2928
,,32.8125,NaN,0.0814,0.0766,NaN,0.3948,0.3715
,,34.375,NaN,0.0575,0.0671,NaN,0.2662,0.3107
,,35.9375,NaN,0.503,0.4072,NaN,2.2276,1.8034
,,37.5,NaN,0.1341,0.0647,NaN,0.5691,0.2746
,,39.0625,NaN,0.0647,0.1485,NaN,0.2636,0.605
,,40.625,NaN,0.1102,0.0814,NaN,0.4317,0.3189
,,42.1875,NaN,1.1832,1.4514,NaN,4.4637,5.4755
,,43.75,NaN,0.3138,0.297,NaN,1.1416,1.0804
,,45.3125,NaN,0.206,0.1844,NaN,0.7236,0.6477
,,46.875,NaN,0.2539,NaN,NaN,0.8621,NaN
,,48.4375,NaN,1.0155,NaN,NaN,3.3367,NaN
,,50,NaN,0.0719,NaN,NaN,0.2289,NaN
,,51.5625,NaN,0.0383,NaN,NaN,0.1182,NaN
,,53.125,NaN,0.1006,NaN,NaN,0.3014,NaN
,,54.6875,NaN,0.4024,NaN,NaN,1.1711,NaN
,,56.25,NaN,0.0623,NaN,NaN,0.1763,NaN
,,57.8125,NaN,0.0958,NaN,NaN,0.2637,NaN
,,59.375,NaN,0.012,NaN,NaN,0.0322,NaN
,,60.9375,NaN,0.2587,NaN,NaN,0.6757,NaN
,,62.5,NaN,0.0168,NaN,NaN,0.0428,NaN
,,64.0625,NaN,0.0216,NaN,NaN,0.0537,NaN
,,65.625,NaN,0.0479,0.0407,NaN,0.1162,0.0987
,,67.1875,NaN,0.2108,0.1796,NaN,0.4993,0.4254
,,68.75,0,0.0311,0.1078,0,0.072,0.2496
,,70.3125,0.0407,0.079,0.0431,0.0921,0.1788,0.0976
,,71.875,0.103,0.0335,0.0934,0.2281,0.0742,0.2068
,,73.4375,0.1413,0.1126,0.2299,0.3062,0.244,0.4982
,,75,0.0719,0.0359,0.0671,0.1526,0.0762,0.1424
,,76.5625,0.0958,0.012,0.0431,0.1991,0.0249,0.0896
,,78.125,0.0431,0.0311,0.0695,0.0878,0.0634,0.1416
,,79.6875,0.1078,0.1102,0.0719,0.2153,0.2201,0.1436
,,81.25,0.024,0.0072,0.0335,0.047,0.0141,0.0656
,,82.8125,0.0072,0.0072,0.0431,0.0138,0.0138,0.0828
,,84.375,0.2682,0.1485,0.1964,0.5059,0.2801,0.3705
,,85.9375,0.1461,0.0719,0.1988,0.2706,0.1332,0.3682
,,87.5,NaN,0.1341,0.1413,NaN,0.2439,0.257
,,89.0625,NaN,0.0359,0.17,NaN,0.0642,0.3038
,,90.625,NaN,0.1293,0.5509,NaN,0.2271,0.9675
,,92.1875,NaN,0.0575,0.1461,NaN,0.0993,0.2522
,,93.75,NaN,NaN,0.1102,NaN,NaN,0.1871
,,95.3125,NaN,NaN,0.0934,NaN,NaN,0.156
,,96.875,NaN,NaN,0.1772,NaN,NaN,0.2911
,,98.4375,NaN,NaN,0.0431,NaN,NaN,0.0697
,,100,NaN,NaN,0.0407,NaN,NaN,0.0648
,,101.5625,NaN,NaN,NaN,NaN,NaN,NaN
,,103.125,NaN,NaN,NaN,NaN,NaN,NaN
,,104.6875,0,NaN,NaN,0,NaN,NaN
,,106.25,0.0359,NaN,NaN,0.0538,NaN,NaN
,,107.8125,0.024,NaN,NaN,0.0354,NaN,NaN
,,109.375,0.0503,NaN,NaN,0.0732,NaN,NaN
,,110.9375,0.0958,NaN,NaN,0.1374,NaN,NaN
,,112.5,0.0647,0.0575,NaN,0.0915,0.0813,NaN
,,114.0625,0.1102,0.0527,NaN,0.1538,0.0735,NaN
,,115.625,0.0431,0.0311,NaN,0.0593,0.0428,NaN
,,117.1875,0.1772,0.0575,NaN,0.2407,0.0781,NaN
,,118.75,0.0479,0.0407,NaN,0.0642,0.0545,NaN
,,120.3125,0.0263,0.012,NaN,0.0348,0.0159,NaN
,,121.875,0.0407,0.0479,NaN,0.0531,0.0626,NaN
,,123.4375,0.1102,0.1198,NaN,0.1421,0.1545,NaN
,,125,0.0958,0.0886,NaN,0.122,0.1128,NaN
,,126.5625,0.0479,0.0814,NaN,0.0602,0.1024,NaN
,,128.125,0.0719,0.0599,NaN,0.0893,0.0744,NaN
,,129.6875,0.0695,0.0958,NaN,0.0853,0.1176,NaN
,,131.25,0.0838,0.0623,NaN,0.1016,0.0755,NaN
,,132.8125,0.2754,0.1916,NaN,0.33,0.2296,NaN
,,134.375,0.024,0.1245,NaN,0.0284,0.1475,NaN
,,135.9375,0.0814,0.0671,NaN,0.0953,0.0786,NaN
,,137.5,0.0359,0.0599,NaN,0.0416,0.0693,NaN
,,139.0625,0.0551,0.0742,NaN,0.0631,0.0849,NaN
,,140.625,NaN,0.0671,NaN,NaN,0.0759,NaN
,,142.1875,NaN,0.0551,NaN,NaN,0.0617,NaN
,,143.75,NaN,0.0455,NaN,NaN,0.0504,NaN
,,145.3125,NaN,0.0695,NaN,NaN,0.0761,NaN
,,146.875,NaN,0.0335,NaN,NaN,0.0363,NaN
,,148.4375,NaN,0.0575,NaN,NaN,0.0617,NaN
,,150,NaN,0.0479,NaN,NaN,0.0508,NaN
,,151.5625,NaN,0.0862,NaN,NaN,0.0905,NaN
,,153.125,NaN,0.0814,NaN,NaN,0.0846,NaN
,,154.6875,NaN,0.1221,NaN,NaN,0.1256,NaN
,,156.25,NaN,0.0862,NaN,NaN,0.0878,NaN
,,157.8125,NaN,0.0192,NaN,NaN,0.0194,NaN
,,159.375,0.1581,0.115,NaN,0.1579,0.1148,NaN
,,160.9375,0.091,0.0599,NaN,0.09,0.0592,NaN
,,162.5,0.0695,0.115,NaN,0.0681,0.1126,NaN
,,164.0625,0.0838,0.1174,NaN,0.0813,0.1139,NaN
,,165.625,0.0838,0.0335,NaN,0.0805,0.0322,NaN
,,167.1875,0.2179,0.1078,NaN,0.2074,0.1026,NaN
,,168.75,0.0886,0.1605,NaN,0.0836,0.1514,NaN
,,170.3125,0.1269,0.1892,NaN,0.1186,0.1768,NaN
,,171.875,0.1916,0.103,NaN,0.1774,0.0954,NaN
,,173.4375,0.491,0.4239,1.2622,0.4506,0.389,1.1583
,,175,0.2251,0.0072,0.3904,0.2047,0.0065,0.3551
,,176.5625,0.0934,0.2371,0.1293,0.0842,0.2137,0.1166
,,178.125,0.1293,0.17,0.2587,0.1155,0.1519,0.2311
,,179.6875,0.1677,0.079,0.3784,0.1485,0.07,0.3352
,,181.25,0.0623,0.0671,0.091,0.0547,0.0589,0.0799
,,182.8125,0.2826,0.2874,0.2299,0.246,0.2502,0.2001
,,184.375,0.103,0.103,0.0647,0.0889,0.0889,0.0558
,,185.9375,0.1006,0.0814,0.2299,0.0861,0.0697,0.1968
,,187.5,0.0072,0.1054,0.0766,0.0061,0.0895,0.065
,,189.0625,0.0431,0.0359,0.0168,0.0363,0.0302,0.0141
,,190.625,0.0575,0.1557,NaN,0.048,0.13,NaN
,,192.1875,0.0503,0.1126,NaN,0.0417,0.0932,NaN
,,193.75,0.0575,0.0958,NaN,0.0472,0.0787,NaN
,,195.3125,0.0551,0.0934,NaN,0.0449,0.0761,NaN
,,196.875,0.0766,0.0455,NaN,0.0619,0.0368,NaN
,,198.4375,0.0814,0.0479,NaN,0.0653,0.0384,NaN
,,200,0.0311,0.1006,NaN,0.0247,0.0801,NaN
,,201.5625,0.0383,NaN,NaN,0.0302,NaN,NaN
,,203.125,0.0383,NaN,NaN,0.03,NaN,NaN
,,204.6875,0.0575,NaN,NaN,0.0447,NaN,NaN
,,206.25,0.0168,NaN,NaN,0.013,NaN,NaN
,,207.8125,0.0359,NaN,NaN,0.0275,NaN,NaN
,,209.375,0.0359,NaN,0.103,0.0273,NaN,0.0783
,,210.9375,0.0335,NaN,0.2132,0.0253,NaN,0.1609
,,212.5,0.0407,NaN,0.0407,0.0305,NaN,0.0305
,,214.0625,0.0719,NaN,0.206,0.0535,NaN,0.1532
,,215.625,0.0479,NaN,0.2515,0.0354,NaN,0.1856
,,217.1875,0.1245,NaN,0.1629,0.0912,NaN,0.1194
,,218.75,0.0527,NaN,0.0144,0.0383,NaN,0.0105
,,220.3125,0.115,0.0623,0.1078,0.0831,0.045,0.0779
,,221.875,0.0719,0.0479,0.0862,0.0516,0.0344,0.0618
,,223.4375,0.0144,0.1389,0.1054,0.0103,0.0989,0.0751
,,225,0.0934,0.1557,0.1461,0.0661,0.1101,0.1033
,,226.5625,0.0671,0.2323,0.0862,0.0471,0.1632,0.0606
,,228.125,0.0431,0.0958,0.1509,0.0301,0.0668,0.1053
,,229.6875,0.0599,0.0503,0.0838,0.0415,0.0349,0.0581
,,231.25,0.0551,0.0958,0.0216,0.0379,0.0659,0.0149
,,232.8125,0.0192,0.0479,0.0886,0.0131,0.0327,0.0606
,,234.375,0.1006,0.0503,0.0766,0.0683,0.0342,0.052
,,235.9375,0.0862,0.0287,0.1461,0.0581,0.0194,0.0986
,,237.5,0.0695,0.0455,0.0287,0.0466,0.0305,0.0192
,,239.0625,0.079,0.0335,0.0719,0.0526,0.0223,0.0479
,,240.625,0.0479,0.0072,0.0192,0.0317,0.0048,0.0127
,,242.1875,0.2395,0.0335,0.1413,0.1574,0.022,0.0929
,,243.75,0.0575,0.0072,0.091,0.0375,0.0047,0.0594
,,245.3125,0.0551,0.0623,0.1221,0.0357,0.0404,0.0792
,,246.875,0.0647,0.1724,0.1844,0.0417,0.1111,0.1189
,,248.4375,0.0647,0.103,0.0814,0.0414,0.066,0.0521
,,250,0.0527,0.0192,0.0383,0.0335,0.0122,0.0244
,,251.5625,0.0647,0.115,0.0527,0.0409,0.0728,0.0333
,,253.125,0.1054,0.0263,0.1485,0.0663,0.0165,0.0934
,,254.6875,0.0647,0.1629,0.0623,0.0404,0.1018,0.0389
,,256.25,0.0599,0.1078,0.2084,0.0372,0.067,0.1294
,,257.8125,0.0192,0.0958,0.0982,0.0119,0.0591,0.0606
,,259.375,0.0431,0.0407,0.0575,0.0264,0.025,0.0353
,,260.9375,0.0144,0.1006,0.1341,0.0088,0.0614,0.0818
,,262.5,0.0862,0.103,NaN,0.0523,0.0624,NaN
,,264.0625,0.0216,0.103,NaN,0.013,0.0621,NaN
,,265.625,0.0503,0.0623,NaN,0.0301,0.0373,NaN
,,267.1875,NaN,0.1078,NaN,NaN,0.0642,NaN
,,268.75,NaN,0.0575,NaN,NaN,0.0341,NaN
,,270.3125,NaN,0.0527,NaN,NaN,0.031,NaN
,,271.875,NaN,0.0479,NaN,NaN,0.028,NaN
,,273.4375,NaN,NaN,NaN,NaN,NaN,NaN
,,275,NaN,NaN,NaN,NaN,NaN,NaN
,,276.5625,NaN,NaN,NaN,NaN,NaN,NaN
,,278.125,NaN,NaN,NaN,NaN,NaN,NaN
,,279.6875,NaN,NaN,NaN,NaN,NaN,NaN
,,281.25,NaN,NaN,0.0623,NaN,NaN,0.0353
,,282.8125,NaN,NaN,0.1677,NaN,NaN,0.0944
,,284.375,0,NaN,0.1629,0,NaN,0.0912
,,285.9375,0.0647,NaN,0.1293,0.036,NaN,0.072
,,287.5,0.0359,NaN,0.024,0.0199,NaN,0.0133
,,289.0625,0.1006,NaN,0.1317,0.0554,NaN,0.0725
,,290.625,0.0359,NaN,0.0263,0.0197,NaN,0.0144
,,292.1875,0.0527,0.0575,0.1557,0.0287,0.0313,0.0848
,,293.75,0.0886,0.091,0.1581,0.048,0.0493,0.0857
,,295.3125,0.1006,0.0551,0.1437,0.0542,0.0297,0.0774
,,296.875,0.0311,0.0479,0.0575,0.0167,0.0257,0.0308
,,298.4375,0.0551,0.0623,0.0503,0.0294,0.0332,0.0268
,,300,0.0934,0.0479,0.0886,0.0496,0.0254,0.047
,,301.5625,0.0479,0.0766,0.0551,0.0253,0.0404,0.0291
,,303.125,0.0503,0.1126,0.0551,0.0264,0.0591,0.0289
,,304.6875,0.0695,0.0335,0.0072,0.0363,0.0175,0.0038
,,306.25,0.0168,0.1102,0.079,0.0087,0.0573,0.0411
,,307.8125,0.0551,0.024,0.091,0.0285,0.0124,0.0471
,,309.375,0.0814,0.0647,0.1509,0.0419,0.0333,0.0776
,,310.9375,0.0168,0.0814,0.0719,0.0086,0.0417,0.0368
,,312.5,0.0886,0.024,0.0168,0.0451,0.0122,0.0086
,,314.0625,0.0383,0.0383,0.1006,0.0194,0.0194,0.051
,,315.625,0.0287,0.0479,0.0359,0.0145,0.0242,0.0181
,,317.1875,0.0216,0.0695,0.0671,0.0108,0.0349,0.0337
,,318.75,0.0695,0.0503,0.0407,0.0347,0.0251,0.0203
,,320.3125,0.0719,0.0335,0.1054,0.0357,0.0166,0.0524
,,321.875,0.0455,0.0311,0.0862,0.0225,0.0154,0.0426
,,323.4375,0.0623,0.1054,0.1293,0.0307,0.0519,0.0636
,,325,0.0551,0.0695,0.0455,0.027,0.034,0.0223
,,326.5625,0.0359,0.0503,0.0216,0.0175,0.0245,0.0105
,,328.125,0.0216,0.0742,0.091,0.0105,0.036,0.0441
,,329.6875,0.0144,0.0623,0.0623,0.007,0.0301,0.0301
,,331.25,0.0335,0.0216,0.0072,0.0161,0.0104,0.0035
,,332.8125,0.0431,0.0647,0.0575,0.0206,0.0309,0.0275
,,334.375,0.0263,0.0168,0.0263,0.0125,0.008,0.0125
,,335.9375,0.0431,0.0431,0.115,0.0204,0.0204,0.0545
,,337.5,0.0263,0.0383,0.0335,0.0124,0.0181,0.0158
,,339.0625,0.0263,0.0599,0.0479,0.0123,0.0281,0.0225
,,340.625,0.0168,0.0479,0.0144,0.0078,0.0224,0.0067
,,342.1875,0.0263,0.0431,0.0263,0.0122,0.02,0.0122
,,343.75,0.0335,0.0503,0.0479,0.0155,0.0233,0.0222
,,345.3125,0.0862,0.0527,0.091,0.0397,0.0243,0.0419
,,346.875,0.0311,0.0719,0.0479,0.0143,0.033,0.022
,,348.4375,0.0072,0.1437,0.0551,0.0033,0.0656,0.0252
,,350,0.0479,0.0407,0.0192,0.0218,0.0185,0.0087
,,351.5625,0.0335,0.0407,0,0.0152,0.0184,0
,,353.125,0.0287,0.0479,NaN,0.0129,0.0216,NaN
,,354.6875,0.0359,0.1437,NaN,0.0161,0.0645,NaN
,,356.25,0.0407,0.0742,NaN,0.0182,0.0331,NaN
,,357.8125,0.0263,0.0599,NaN,0.0117,0.0266,NaN
,,359.375,0.0311,0.1006,NaN,0.0138,0.0446,NaN
,,360.9375,0.0287,0.1126,NaN,0.0127,0.0497,NaN
,,362.5,0.0263,0.1461,NaN,0.0115,0.0641,NaN
,,364.0625,0.0671,NaN,NaN,0.0293,NaN,NaN
,,365.625,0.0671,NaN,NaN,0.0292,NaN,NaN
,,367.1875,0.0527,NaN,NaN,0.0228,NaN,NaN
,,368.75,0.0168,NaN,NaN,0.0073,NaN,NaN
,,370.3125,0.0216,NaN,0,0.0093,NaN,0
,,371.875,0.0647,NaN,0.0359,0.0277,NaN,0.0154
,,373.4375,0.1006,NaN,0.1293,0.0429,NaN,0.0551
,,375,0.0144,NaN,0.0671,0.0061,NaN,0.0285
,,376.5625,0.0335,NaN,0.0311,0.0142,NaN,0.0131
,,378.125,0.0072,NaN,0.0479,0.003,NaN,0.0202
,,379.6875,0.0144,NaN,0.024,0.006,NaN,0.0101
,,381.25,0.0168,0,0.0216,0.007,0,0.009
,,382.8125,0.0455,0.012,0.012,0.0189,0.005,0.005
,,384.375,0.0144,0.0431,0.0359,0.006,0.0178,0.0149
,,385.9375,0.0431,0.0455,0.0766,0.0178,0.0188,0.0316
,,387.5,0.0527,0.0647,0.0599,0.0216,0.0266,0.0246
,,389.0625,0.0144,0.0623,NaN,0.0059,0.0255,NaN
,,390.625,0.0144,0.1198,NaN,0.0059,0.0488,NaN
,,392.1875,NaN,0.0144,NaN,NaN,0.0058,NaN
,,393.75,NaN,0.0335,NaN,NaN,0.0135,NaN
,,395.3125,NaN,0.0263,NaN,NaN,0.0106,NaN
,,396.875,NaN,0.0311,NaN,NaN,0.0125,NaN
,,398.4375,NaN,0.0575,NaN,NaN,0.023,NaN
,,400,NaN,0.079,NaN,NaN,0.0314,NaN
,,401.5625,NaN,0.0551,NaN,NaN,0.0218,NaN
,,403.125,NaN,0.0431,NaN,NaN,0.017,NaN
,,404.6875,NaN,0.0503,NaN,NaN,0.0198,NaN
,,406.25,NaN,0.0192,0,NaN,0.0075,0
,,407.8125,NaN,0.0407,0.0263,NaN,0.0159,0.0103
,,409.375,NaN,0.0934,0.0287,NaN,0.0363,0.0112
,,410.9375,0.0527,0.0335,0.012,0.0204,0.013,0.0046
,,412.5,0.0168,0.0359,0.0287,0.0065,0.0139,0.0111
,,414.0625,0.0168,0.0335,0.0048,0.0065,0.0129,0.0018
,,415.625,0.0383,0.0862,0.0575,0.0147,0.033,0.022
,,417.1875,0.0192,0.0072,0,0.0073,0.0027,0
,,418.75,0.012,0.0287,0.0168,0.0046,0.0109,0.0064
,,420.3125,0.091,0.0287,0.0503,0.0345,0.0109,0.019
,,421.875,0.0383,0.0766,0.0407,0.0144,0.0289,0.0154
,,423.4375,0.0168,0.0623,0.0742,0.0063,0.0234,0.0279
,,425,0.0216,0.012,0.0072,0.0081,0.0045,0.0027
,,426.5625,0.0503,0.012,0.0335,0.0188,0.0045,0.0125
,,428.125,0.0719,0.0263,0.0455,0.0267,0.0098,0.0169
,,429.6875,0.0503,0.0335,0.0479,0.0186,0.0124,0.0177
,,431.25,0.0407,0.0383,0.0168,0.015,0.0141,0.0062
,,432.8125,0.0072,0.0575,0.0048,0.0026,0.0211,0.0018
,,434.375,0.0335,0.0575,0.0287,0.0123,0.0211,0.0105
,,435.9375,0.0263,0.0623,0.0479,0.0096,0.0227,0.0175
,,437.5,0.0263,0.1006,0.0742,0.0096,0.0366,0.027
,,439.0625,0.0216,0.0216,0.0216,0.0078,0.0078,0.0078
,,440.625,0.0766,0.0263,0.0575,0.0277,0.0095,0.0208
,,442.1875,0.0168,0.0072,0.0335,0.006,0.0026,0.0121
,,443.75,0.0479,0.1006,0.0383,0.0172,0.0361,0.0137
,,445.3125,0.0168,0.0671,0.0527,0.006,0.024,0.0188
