mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000005,2022-05-07T04:17:18.000Z,0,0.4359,4.0045,NaN,Infinity,Infinity,NaN
,,1296.875,NaN,0.0144,0.0431,NaN,0.0018,0.0053
,,1300,NaN,0.0431,0.0192,NaN,0.0053,0.0024
,,1303.125,NaN,NaN,0.0072,NaN,NaN,0.0009
,,1306.25,NaN,NaN,0.0144,NaN,NaN,0.0018
,,1309.375,NaN,NaN,0,NaN,NaN,0
,,1312.5,NaN,NaN,0.0503,NaN,NaN,0.0061
,,1315.625,NaN,NaN,0.012,NaN,NaN,0.0015
,,1318.75,NaN,NaN,0.0072,NaN,NaN,0.0009
,,1321.875,NaN,NaN,0.0383,NaN,NaN,0.0046
,,1325,0.0072,NaN,0.0359,0.0009,NaN,0.0043
,,1328.125,0.0192,NaN,0.0144,0.0023,NaN,0.0017
,,1331.25,0.0359,NaN,0.0216,0.0043,NaN,0.0026
,,1334.375,0.0311,NaN,0.024,0.0037,NaN,0.0029
,,1337.5,0.0216,NaN,0.0144,0.0026,NaN,0.0017
,,1340.625,0.0144,NaN,0.0359,0.0017,NaN,0.0043
,,1343.75,0.0359,NaN,0.0263,0.0043,NaN,0.0031
,,1346.875,0.0431,NaN,0.115,0.0051,NaN,0.0136
,,1350,0.0216,NaN,0.0287,0.0025,NaN,0.0034
,,1353.125,0.0144,NaN,NaN,0.0017,NaN,NaN
,,1356.25,0.0359,NaN,NaN,0.0042,NaN,NaN
,,1359.375,0.0431,NaN,NaN,0.005,NaN,NaN
,,1362.5,0.0311,NaN,NaN,0.0036,NaN,NaN
,,1365.625,0.012,NaN,NaN,0.0014,NaN,NaN
,,1368.75,0.0383,NaN,NaN,0.0045,NaN,NaN
,,1371.875,0.0431,NaN,NaN,0.005,NaN,NaN
,,1375,0.012,NaN,NaN,0.0014,NaN,NaN
,,1378.125,0.0192,NaN,NaN,0.0022,NaN,NaN
,,1381.25,0.0335,NaN,NaN,0.0039,NaN,NaN
,,1384.375,0.012,NaN,NaN,0.0014,NaN,NaN
,,1387.5,0.0671,NaN,NaN,0.0077,NaN,NaN
,,1390.625,0.0216,NaN,NaN,0.0025,NaN,NaN
,,1393.75,0.0383,NaN,NaN,0.0044,NaN,NaN
,,1396.875,0.024,NaN,NaN,0.0027,NaN,NaN
,,1400,0.0072,NaN,NaN,0.0008,NaN,NaN
,,1403.125,0.0287,NaN,NaN,0.0033,NaN,NaN
,,1406.25,0.0144,NaN,NaN,0.0016,NaN,NaN
,,1409.375,0.0287,NaN,NaN,0.0032,NaN,NaN
,,1412.5,0.0335,NaN,NaN,0.0038,NaN,NaN
,,1415.625,0.0287,NaN,NaN,0.0032,NaN,NaN
,,1418.75,0.0263,NaN,NaN,0.003,NaN,NaN
,,1421.875,0.0407,NaN,NaN,0.0046,NaN,NaN
,,1425,0.0216,NaN,NaN,0.0024,NaN,NaN
,,1428.125,0.0168,NaN,NaN,0.0019,NaN,NaN
,,1431.25,0,NaN,NaN,0,NaN,NaN
,,1434.375,0.0072,NaN,NaN,0.0008,NaN,NaN
,,1437.5,0.0527,NaN,NaN,0.0058,NaN,NaN
,,1440.625,0.0359,NaN,NaN,0.004,NaN,NaN
,,1443.75,0.0335,NaN,NaN,0.0037,NaN,NaN
,,1446.875,0.0311,0.0359,NaN,0.0034,0.0039,NaN
,,1450,0.0335,0.0263,NaN,0.0037,0.0029,NaN
,,1453.125,0.024,0.0072,NaN,0.0026,0.0008,NaN
,,1456.25,0.0072,0.0144,NaN,0.0008,0.0016,NaN
,,1459.375,0.0359,0.0168,NaN,0.0039,0.0018,NaN
,,1462.5,0.0359,0.0335,NaN,0.0039,0.0036,NaN
,,1465.625,0.0431,0.0359,NaN,0.0047,0.0039,NaN
,,1468.75,0.012,0.0072,NaN,0.0013,0.0008,NaN
,,1471.875,0.0216,0.0263,NaN,0.0023,0.0028,NaN
,,1475,0.0335,0.0144,NaN,0.0036,0.0016,NaN
,,1478.125,0.0168,0.0144,NaN,0.0018,0.0016,NaN
,,1481.25,0.024,NaN,NaN,0.0026,NaN,NaN
,,1484.375,0.0287,NaN,NaN,0.0031,NaN,NaN
,,1487.5,0.0216,NaN,NaN,0.0023,NaN,NaN
,,1490.625,0.0072,NaN,NaN,0.0008,NaN,NaN
,,1493.75,0.0144,NaN,NaN,0.0015,NaN,NaN
,,1496.875,0.0216,NaN,NaN,0.0023,NaN,NaN
,,1500,0.024,NaN,NaN,0.0025,NaN,NaN
,,1503.125,0.012,NaN,NaN,0.0013,NaN,NaN
,,1506.25,0.0072,NaN,NaN,0.0008,NaN,NaN
,,1509.375,0.012,NaN,NaN,0.0013,NaN,NaN
,,1512.5,0.0287,NaN,NaN,0.003,NaN,NaN
,,1515.625,0.0168,NaN,NaN,0.0018,NaN,NaN
,,1518.75,0.012,0.0048,NaN,0.0013,0.0005,NaN
,,1521.875,0.024,0.0144,NaN,0.0025,0.0015,NaN
,,1525,0.0216,0.0048,NaN,0.0023,0.0005,NaN
,,1528.125,0.0144,0.0216,NaN,0.0015,0.0022,NaN
,,1531.25,0,0.0048,NaN,0,0.0005,NaN
,,1534.375,0.0216,0.0144,NaN,0.0022,0.0015,NaN
,,1537.5,0.0144,0.012,NaN,0.0015,0.0012,NaN
,,1540.625,NaN,0.0216,NaN,NaN,0.0022,NaN
,,1543.75,NaN,0.0048,NaN,NaN,0.0005,NaN
,,1546.875,NaN,0.0144,NaN,NaN,0.0015,NaN
,,1550,NaN,0.012,NaN,NaN,0.0012,NaN
,,1553.125,NaN,NaN,NaN,NaN,NaN,NaN
,,1556.25,NaN,NaN,NaN,NaN,NaN,NaN
,,1559.375,NaN,NaN,NaN,NaN,NaN,NaN
,,1562.5,NaN,NaN,NaN,NaN,NaN,NaN
,,1565.625,NaN,NaN,NaN,NaN,NaN,NaN
,,1568.75,NaN,NaN,NaN,NaN,NaN,NaN
,,1571.875,NaN,NaN,NaN,NaN,NaN,NaN
,,1575,0,NaN,NaN,0,NaN,NaN
,,1578.125,0.0144,NaN,NaN,0.0015,NaN,NaN
,,1581.25,0.0144,NaN,NaN,0.0014,NaN,NaN
,,1584.375,0.0192,NaN,NaN,0.0019,NaN,NaN
,,1587.5,0.0192,NaN,NaN,0.0019,NaN,NaN
,,1590.625,0.0072,NaN,NaN,0.0007,NaN,NaN
,,1593.75,0.0144,NaN,NaN,0.0014,NaN,NaN
,,1596.875,0.0359,NaN,NaN,0.0036,NaN,NaN
,,1600,0,NaN,NaN,0,NaN,NaN
454822000005,2022-05-07T06:17:18.000Z,0,0.3138,NaN,9.0293,Infinity,NaN,Infinity
,,3.125,0.1341,NaN,0.1078,6.8297,NaN,5.4902
,,6.25,0.0647,NaN,0.0623,1.6476,NaN,1.5865
,,9.375,0.1054,0.4048,0.2108,1.7893,6.8721,3.5787
,,12.5,0.1677,0.0862,0.0671,2.1352,1.0975,0.8543
,,15.625,0.2179,0.7305,0.182,2.2195,7.4408,1.8538
,,18.75,0.0934,0.1437,0.0048,0.7928,1.2198,0.0407
,,21.875,0.1437,0.3233,0.0527,1.0455,2.3522,0.3834
,,25,0.2347,0.0814,0.0934,1.4941,0.5182,0.5946
,,28.125,0.3545,1.3316,0.2156,2.0061,7.5353,1.22
,,31.25,0.2179,0.3042,0.0216,1.1098,1.5493,0.11
,,34.375,0.1006,0.285,0.0719,0.4658,1.3195,0.3329
,,37.5,0.491,0.2036,0.1629,2.0839,0.8641,0.6914
,,40.625,0.9796,4.3327,0.8023,3.8377,16.974,3.1431
,,43.75,1.4083,1.528,0.5006,5.1232,5.5586,1.8211
,,46.875,0.752,0.6922,0.0647,2.5533,2.3502,0.2197
,,50,0.9005,0.491,0.3425,2.8664,1.5629,1.0902
,,53.125,1.0466,3.5471,0.5461,3.1355,10.6266,1.636
,,56.25,0.5604,0.6754,0.1605,1.5856,1.911,0.4541
,,59.375,0.2347,0.3784,0.3233,0.6291,1.0143,0.8666
,,62.5,0.3018,0.1485,0.0551,0.7685,0.3782,0.1403
,,65.625,NaN,1.2933,0.2084,NaN,3.1365,0.5054
,,68.75,NaN,0.3401,0.1485,NaN,0.7873,0.3438
,,71.875,NaN,0.2323,0.1293,NaN,0.5144,0.2863
,,75,NaN,0.1557,0.0719,NaN,0.3304,0.1526
,,78.125,NaN,0.8335,0.2539,NaN,1.698,0.5172
,,81.25,NaN,NaN,0.0551,NaN,NaN,0.1079
,,84.375,NaN,NaN,0.2443,NaN,NaN,0.4608
,,87.5,NaN,NaN,0.2371,NaN,NaN,0.4313
,,90.625,NaN,NaN,0.3497,NaN,NaN,0.6141
,,93.75,NaN,NaN,0.2826,NaN,NaN,0.4798
,,96.875,NaN,NaN,0.6371,NaN,NaN,1.0467
,,100,NaN,NaN,0.3114,NaN,NaN,0.4956
,,103.125,0.206,NaN,0.1198,0.3179,NaN,0.1849
,,106.25,0.3688,NaN,0.0982,0.5524,NaN,0.1471
,,109.375,0.1653,NaN,0.0671,0.2405,NaN,0.0976
,,112.5,0.2611,NaN,0.2203,0.3694,NaN,0.3117
,,115.625,0.1293,NaN,0.17,0.178,NaN,0.234
,,118.75,0.2826,NaN,0.1245,0.3788,NaN,0.1669
,,121.875,0.1605,NaN,0.1533,0.2096,NaN,0.2002
,,125,0.3808,NaN,0.2419,0.4848,NaN,0.308
,,128.125,0.2227,NaN,0.1006,0.2766,NaN,0.125
,,131.25,0.2084,NaN,0.024,0.2527,NaN,0.0291
,,134.375,0.5078,NaN,0.5628,0.6014,NaN,0.6666
,,137.5,NaN,NaN,1.2382,NaN,NaN,1.4332
,,140.625,NaN,NaN,0.2754,NaN,NaN,0.3117
,,143.75,NaN,NaN,0.3018,NaN,NaN,0.3341
,,146.875,NaN,NaN,0.4383,NaN,NaN,0.4749
,,150,NaN,NaN,0.4024,NaN,NaN,0.427
,,153.125,NaN,0.1748,0.206,NaN,0.1817,0.2141
,,156.25,NaN,0.1892,0.2994,NaN,0.1927,0.305
,,159.375,NaN,0.182,0.2922,NaN,0.1817,0.2918
,,162.5,NaN,0.0671,0.0862,NaN,0.0657,0.0844
,,165.625,NaN,0.1964,0.0072,NaN,0.1887,0.0069
,,168.75,NaN,0.1413,0.1485,NaN,0.1333,0.1401
,,171.875,NaN,0.2826,0.1054,NaN,0.2617,0.0976
,,175,NaN,0.0527,0.1868,NaN,0.0479,0.1699
,,178.125,NaN,0.1581,0.2251,NaN,0.1413,0.2011
,,181.25,NaN,0.17,0.1916,NaN,0.1493,0.1682
,,184.375,NaN,0.0695,0.1509,NaN,0.06,0.1303
,,187.5,NaN,0.091,0.1341,NaN,0.0772,0.1138
,,190.625,NaN,0.3066,0.1844,NaN,0.256,0.154
,,193.75,NaN,0.2036,0.1221,NaN,0.1672,0.1003
,,196.875,NaN,0.1772,0.2108,NaN,0.1432,0.1704
,,200,NaN,0.024,0.024,NaN,0.0191,0.0191
,,203.125,NaN,0.182,NaN,NaN,0.1426,NaN
,,206.25,NaN,0.0958,NaN,NaN,0.0739,NaN
,,209.375,0,0.1485,NaN,0,0.1129,NaN
,,212.5,0.3209,0.1269,NaN,0.2403,0.095,NaN
,,215.625,0.5485,0.1006,NaN,0.4049,0.0743,NaN
,,218.75,0.4191,0.1341,NaN,0.3049,0.0976,NaN
,,221.875,0.1988,0.0934,NaN,0.1426,0.067,NaN
,,225,0.8311,0.1365,NaN,0.5879,0.0966,NaN
,,228.125,1.4131,0.0431,NaN,0.9859,0.0301,NaN
,,231.25,2.3376,0.2132,NaN,1.6088,0.1467,NaN
,,234.375,0.2706,0.1892,NaN,0.1838,0.1285,NaN
,,237.5,0.4048,0.0263,0,0.2713,0.0176,0
,,240.625,0.3257,0.182,0.0671,0.2154,0.1204,0.0444
,,243.75,0.3904,0.103,0.0742,0.2549,0.0673,0.0484
,,246.875,0.2132,0.0982,0.0287,0.1374,0.0633,0.0185
,,250,0.2587,0.1006,0.0311,0.1647,0.064,0.0198
,,253.125,0.4407,0.024,0.0742,0.2771,0.0151,0.0467
,,256.25,0.0814,0.1126,0.0431,0.0506,0.0699,0.0268
,,259.375,0.2898,0.0503,0.0814,0.1778,0.0309,0.0499
,,262.5,0.1509,0.0072,0.0263,0.0915,0.0044,0.0159
,,265.625,0.1365,0.1748,0.1413,0.0818,0.1047,0.0847
,,268.75,0.2132,0.115,0.0311,0.1263,0.0681,0.0184
,,271.875,0.5245,0.2012,0.1605,0.307,0.1178,0.094
,,275,0.2419,0.0862,0.2156,0.14,0.0499,0.1248
,,278.125,0.0958,0.1437,0.0455,0.0548,0.0822,0.026
,,281.25,0.2539,0.1581,0.0958,0.1437,0.0895,0.0542
,,284.375,0.0862,0.2946,0.0431,0.0482,0.1649,0.0241
,,287.5,0.1557,0.1748,0.0695,0.0862,0.0968,0.0385
,,290.625,0.0551,0.1198,0.0144,0.0302,0.0656,0.0079
,,293.75,0.1413,0.0766,0.1437,0.0766,0.0415,0.0779
,,296.875,0.2515,0.1772,0.0719,0.1348,0.095,0.0385
,,300,0.0551,0.1724,0.1844,0.0292,0.0915,0.0978
,,303.125,0.3018,0.2635,0.115,0.1585,0.1383,0.0604
,,306.25,0.0599,0.4646,0.2419,0.0311,0.2414,0.1257
,,309.375,0.1796,0.2898,0.0671,0.0924,0.1491,0.0345
,,312.5,0.1054,0.1724,0.024,0.0537,0.0878,0.0122
,,315.625,0.273,0.4503,0.2251,0.1377,0.2271,0.1135
,,318.75,0.0742,0.0359,0.0455,0.037,0.0179,0.0227
,,321.875,0.1964,0.388,0.1174,0.0971,0.1919,0.058
,,325,0.4958,0.2874,0.0311,0.2428,0.1407,0.0152
,,328.125,0.5245,0.3209,0.2946,0.2544,0.1557,0.1429
,,331.25,0.3473,0.1677,0.1341,0.1669,0.0806,0.0644
,,334.375,0.1413,0.0814,0.0335,0.0673,0.0387,0.0159
,,337.5,0.1916,0.2587,0.1126,0.0904,0.122,0.0531
,,340.625,0.1605,0.0814,0.0263,0.075,0.038,0.0123
,,343.75,0.1629,0.0766,0.1868,0.0754,0.0355,0.0865
,,346.875,0.103,0.1221,0.0263,0.0473,0.056,0.0121
,,350,0.1269,0.0862,0.0431,0.0577,0.0392,0.0196
,,353.125,NaN,0.2108,0.0575,NaN,0.095,0.0259
,,356.25,NaN,0.0982,0.0982,NaN,0.0439,0.0439
,,359.375,NaN,0.0862,0.0671,NaN,0.0382,0.0297
,,362.5,NaN,0.0695,0.1293,NaN,0.0305,0.0568
,,365.625,NaN,0.1245,0.1485,NaN,0.0542,0.0646
,,368.75,NaN,0.2036,0.0503,NaN,0.0879,0.0217
,,371.875,NaN,0.0958,0.0503,NaN,0.041,0.0215
,,375,NaN,0.1221,0.0982,NaN,0.0518,0.0417
,,378.125,NaN,0.2347,0.1533,NaN,0.0988,0.0645
,,381.25,NaN,0.1509,0.1078,NaN,0.063,0.045
,,384.375,NaN,0.0287,0.0527,NaN,0.0119,0.0218
,,387.5,NaN,0.2156,0.1724,NaN,0.0886,0.0708
,,390.625,0.3257,0.2539,0.1581,0.1327,0.1034,0.0644
,,393.75,0.3952,0.1485,0.1054,0.1597,0.06,0.0426
,,396.875,0.2156,0.206,0.103,0.0865,0.0826,0.0413
,,400,0.0719,0.1221,0.0407,0.0286,0.0486,0.0162
,,403.125,0.285,NaN,0.0551,0.1125,NaN,0.0218
,,406.25,0.2156,NaN,0.1269,0.0845,NaN,0.0497
,,409.375,0.364,NaN,0.0719,0.1415,NaN,0.028
,,412.5,0.3401,NaN,0.0216,0.1312,NaN,0.0083
,,415.625,0.4143,NaN,0.2251,0.1586,NaN,0.0862
,,418.75,0.388,NaN,0.0359,0.1475,NaN,0.0136
,,421.875,0.364,NaN,0.1102,0.1373,NaN,0.0416
,,425,0.0647,NaN,0.1509,0.0242,NaN,0.0565
,,428.125,0.1054,NaN,0.0359,0.0392,NaN,0.0133
,,431.25,0.2347,NaN,0.0551,0.0866,NaN,0.0203
,,434.375,0.0551,NaN,0.0455,0.0202,NaN,0.0167
,,437.5,0.1605,NaN,0.0192,0.0584,NaN,0.007
,,440.625,0.079,NaN,0.0527,0.0285,NaN,0.019
,,443.75,0.1748,NaN,0.0503,0.0627,NaN,0.018
,,446.875,0.1461,NaN,0.0958,0.052,NaN,0.0341
,,450,0.1653,NaN,0.103,0.0585,NaN,0.0364
,,453.125,0.103,NaN,NaN,0.0362,NaN,NaN
,,456.25,0.0335,NaN,NaN,0.0117,NaN,NaN
,,459.375,0.3233,NaN,NaN,0.112,NaN,NaN
,,462.5,0.1485,NaN,NaN,0.0511,NaN,NaN
,,465.625,0.1054,NaN,NaN,0.036,NaN,NaN
,,468.75,0.1485,NaN,NaN,0.0504,NaN,NaN
,,471.875,0.1629,NaN,NaN,0.0549,NaN,NaN
,,475,0.0599,0,NaN,0.0201,0,NaN
,,478.125,0.1509,0.2275,NaN,0.0502,0.0757,NaN
,,481.25,0.1605,0.182,NaN,0.0531,0.0602,NaN
,,484.375,0.0623,0.1605,NaN,0.0205,0.0527,NaN
,,487.5,0.1389,0.0695,NaN,0.0453,0.0227,NaN
,,490.625,0.0503,0.2203,0.1078,0.0163,0.0715,0.035
,,493.75,0.2395,0.0575,0.0551,0.0772,0.0185,0.0178
,,496.875,0.0144,0.0599,0.1174,0.0046,0.0192,0.0376
,,500,0.3161,0.0934,0.1054,0.1006,0.0297,0.0335
,,503.125,0.0263,0.0886,0.091,0.0083,0.028,0.0288
,,506.25,0.0551,0.0503,0.0431,0.0173,0.0158,0.0135
,,509.375,0.2754,0.1389,0.1198,0.086,0.0434,0.0374
,,512.5,0.182,NaN,0.0359,0.0565,NaN,0.0111
,,515.625,0.0934,NaN,0.0407,0.0288,NaN,0.0126
,,518.75,0.1892,NaN,0.0623,0.058,NaN,0.0191
,,521.875,0.2108,NaN,0.1221,0.0643,NaN,0.0372
,,525,0.0671,NaN,0.0359,0.0203,NaN,0.0109
,,528.125,0.206,NaN,0.0455,0.0621,NaN,0.0137
,,531.25,0.3066,NaN,0.0216,0.0919,NaN,0.0065
,,534.375,0.0814,NaN,0.0551,0.0242,NaN,0.0164
,,537.5,0.1221,NaN,0.0958,0.0362,NaN,0.0284
,,540.625,0.0719,NaN,0.0527,0.0212,NaN,0.0155
,,543.75,0.1772,NaN,0.0838,0.0519,NaN,0.0245
,,546.875,0.1293,NaN,0.1365,0.0376,NaN,0.0397
,,550,0.2419,NaN,0.1293,0.07,NaN,0.0374
,,553.125,0.0599,NaN,0.2012,0.0172,NaN,0.0579
,,556.25,0.1317,NaN,0.1006,0.0377,NaN,0.0288
,,559.375,0.1365,NaN,0.1437,0.0388,NaN,0.0409
,,562.5,0.1629,NaN,0.1653,0.0461,NaN,0.0468
,,565.625,0.1629,NaN,0.1509,0.0458,NaN,0.0425
,,568.75,NaN,NaN,0.0862,NaN,NaN,0.0241
,,571.875,NaN,NaN,0.1198,NaN,NaN,0.0333
,,575,NaN,NaN,0.206,NaN,NaN,0.057
,,578.125,NaN,NaN,0.0144,NaN,NaN,0.004
,,581.25,NaN,NaN,0.0479,NaN,NaN,0.0131
,,584.375,NaN,0.091,0.1245,NaN,0.0248,0.0339
,,587.5,NaN,0.103,0.0647,NaN,0.0279,0.0175
,,590.625,NaN,0.0719,0.1437,NaN,0.0194,0.0387
,,593.75,NaN,0.0766,0.0958,NaN,0.0205,0.0257
,,596.875,NaN,0.1174,NaN,NaN,0.0313,NaN
,,600,NaN,0.115,NaN,NaN,0.0305,NaN
,,603.125,NaN,0.079,NaN,NaN,0.0208,NaN
,,606.25,NaN,0.091,NaN,NaN,0.0239,NaN
,,609.375,NaN,0.103,NaN,NaN,0.0269,NaN
,,612.5,NaN,0.0647,NaN,NaN,0.0168,NaN
,,615.625,NaN,0.0335,NaN,NaN,0.0087,NaN
,,618.75,NaN,NaN,NaN,NaN,NaN,NaN
,,621.875,NaN,NaN,NaN,NaN,NaN,NaN
,,625,NaN,NaN,NaN,NaN,NaN,NaN
,,628.125,NaN,NaN,NaN,NaN,NaN,NaN
,,631.25,NaN,NaN,NaN,NaN,NaN,NaN
,,634.375,NaN,NaN,0.1581,NaN,NaN,0.0397
,,637.5,NaN,NaN,0.1724,NaN,NaN,0.043
,,640.625,0,NaN,0.1724,0,NaN,0.0428
,,643.75,0.2802,NaN,0.0263,0.0693,NaN,0.0065
,,646.875,0.2443,NaN,0.1245,0.0601,NaN,0.0306
,,650,0.1341,NaN,0.0575,0.0328,NaN,0.0141
,,653.125,0.0958,NaN,0.0311,0.0233,NaN,0.0076
,,656.25,0.0503,0.0862,0.0623,0.0122,0.0209,0.0151
,,659.375,0.182,0.0862,0.115,0.0439,0.0208,0.0278
,,662.5,0.2275,0.1724,0.091,0.0547,0.0414,0.0219
,,665.625,0.1245,0.0958,0.0335,0.0298,0.0229,0.008
,,668.75,0.0431,0.0144,0.0072,0.0103,0.0034,0.0017
,,671.875,0.1245,0.1509,0.0647,0.0295,0.0357,0.0153
,,675,0.1054,0.0287,0.0575,0.0249,0.0068,0.0136
,,678.125,NaN,0.079,0.0766,NaN,0.0185,0.018
,,681.25,NaN,0.1078,0.0742,NaN,0.0252,0.0173
,,684.375,NaN,0.103,0.0814,NaN,0.024,0.0189
,,687.5,NaN,0.0072,0.0742,NaN,0.0017,0.0172
,,690.625,NaN,0.0958,0.0575,NaN,0.0221,0.0133
,,693.75,NaN,0.091,0.0671,NaN,0.0209,0.0154
,,696.875,NaN,0.1054,0.0647,NaN,0.0241,0.0148
,,700,NaN,0.024,0.0455,NaN,0.0055,0.0103
,,703.125,NaN,0.1293,0.0479,NaN,0.0293,0.0108
,,706.25,NaN,0.0383,NaN,NaN,0.0086,NaN
,,709.375,NaN,0.1293,NaN,NaN,0.029,NaN
,,712.5,0,0.0575,NaN,0,0.0128,NaN
,,715.625,0.1078,0.0719,NaN,0.024,0.016,NaN
,,718.75,0.1174,0.0359,NaN,0.026,0.0079,NaN
,,721.875,0.0671,0.0431,NaN,0.0148,0.0095,NaN
,,725,0.0695,0.0599,NaN,0.0153,0.0131,NaN
,,728.125,0.0958,0.0599,NaN,0.0209,0.0131,NaN
,,731.25,0.1724,0.1413,NaN,0.0375,0.0308,NaN
,,734.375,0.024,0.0383,NaN,0.0052,0.0083,NaN
,,737.5,0.1102,0.0527,NaN,0.0238,0.0114,NaN
,,740.625,0.0287,0.0575,0,0.0062,0.0124,0
,,743.75,0.0168,0.0671,0.0742,0.0036,0.0144,0.0159
,,746.875,0.1341,0.0551,0.0383,0.0286,0.0117,0.0082
,,750,0.0934,0.0072,0.0479,0.0198,0.0015,0.0102
,,753.125,0.079,0.0479,0.0072,0.0167,0.0101,0.0015
,,756.25,0.0862,0.0287,0.0144,0.0181,0.006,0.003
,,759.375,0.0623,0.0575,0.0575,0.0131,0.0121,0.0121
,,762.5,0.0479,0.0216,0.0192,0.01,0.0045,0.004
,,765.625,0.0431,0.0575,0.0072,0.009,0.012,0.0015
,,768.75,0.0287,0.0168,0.0144,0.0059,0.0035,0.003
,,771.875,0.0599,0.1006,0.0431,0.0124,0.0207,0.0089
,,775,0.1198,0.0647,0.0359,0.0246,0.0133,0.0074
,,778.125,0.0599,0.0862,0.0551,0.0123,0.0176,0.0113
,,781.25,0.0503,0.0192,0.0311,0.0102,0.0039,0.0063
,,784.375,NaN,0.0527,0.012,NaN,0.0107,0.0024
,,787.5,NaN,0.0527,0.0623,NaN,0.0107,0.0126
,,790.625,NaN,0.0527,0.0144,NaN,0.0106,0.0029
,,793.75,NaN,0.0575,0.0359,NaN,0.0115,0.0072
,,796.875,NaN,0.0359,0.0072,NaN,0.0072,0.0014
,,800,NaN,0.0503,0.0455,NaN,0.01,0.0091
,,803.125,NaN,0.0527,0.0263,NaN,0.0104,0.0052
,,806.25,NaN,0.0431,0.0862,NaN,0.0085,0.017
,,809.375,NaN,0.0192,0.0216,NaN,0.0038,0.0042
,,812.5,NaN,0.0287,0.0671,NaN,0.0056,0.0131
,,815.625,NaN,0.0551,0.0719,NaN,0.0108,0.014
,,818.75,NaN,0.0216,0.0599,NaN,0.0042,0.0116
,,821.875,0.0814,0.0575,0.0479,0.0158,0.0111,0.0093
,,825,0.0958,0.0168,0.0144,0.0185,0.0032,0.0028
,,828.125,0.1437,0.0455,0.0048,0.0276,0.0087,0.0009
,,831.25,0.1389,0.024,0.0958,0.0266,0.0046,0.0183
,,834.375,0.0623,0.0431,0.0527,0.0119,0.0082,0.0101
,,837.5,0.0671,0.0072,0.0551,0.0128,0.0014,0.0105
,,840.625,0.0407,0.0335,0.0072,0.0077,0.0063,0.0014
,,843.75,0.0719,0.0335,0.024,0.0136,0.0063,0.0045
,,846.875,0.0335,0.0503,0.0934,0.0063,0.0095,0.0176
,,850,0.103,0.0742,0.0263,0.0193,0.0139,0.0049
,,853.125,0.0982,0.0742,0.0599,0.0183,0.0138,0.0112
,,856.25,NaN,0.0934,0.0671,NaN,0.0174,0.0125
,,859.375,NaN,0.0072,0.0335,NaN,0.0013,0.0062
,,862.5,NaN,0.0479,0.0814,NaN,0.0088,0.015
,,865.625,NaN,0.1102,0.0048,NaN,0.0203,0.0009
,,868.75,NaN,0.0216,0.0814,NaN,0.004,0.0149
,,871.875,NaN,0.1054,0.0527,NaN,0.0192,0.0096
,,875,NaN,0.012,0.0527,NaN,0.0022,0.0096
,,878.125,NaN,0.103,0.0934,NaN,0.0187,0.0169
,,881.25,NaN,0.0958,0.0407,NaN,0.0173,0.0074
,,884.375,NaN,0.0479,0.0431,NaN,0.0086,0.0078
,,887.5,NaN,0.0623,0.0479,NaN,0.0112,0.0086
,,890.625,NaN,0.1174,0.0263,NaN,0.021,0.0047
,,893.75,0.0958,0.1293,0.0623,0.0171,0.023,0.0111
,,896.875,0.1796,0.1221,0.0551,0.0319,0.0217,0.0098
,,900,0.1916,0.1485,0.1772,0.0339,0.0263,0.0313
,,903.125,0.1892,0.1198,0.1413,0.0333,0.0211,0.0249
,,906.25,0.1317,0.0766,0.0958,0.0231,0.0135,0.0168
,,909.375,0.1174,0.0742,0.0719,0.0205,0.013,0.0126
,,912.5,0.0479,0.0503,0.0359,0.0084,0.0088,0.0063
,,915.625,0.1437,0.0742,0.079,0.025,0.0129,0.0137
,,918.75,0.0479,0.0551,0.0719,0.0083,0.0095,0.0125
,,921.875,0.0862,0.0479,0.0168,0.0149,0.0083,0.0029
,,925,0.1341,0.0431,0.1557,0.0231,0.0074,0.0268
,,928.125,NaN,0.1198,0.0431,NaN,0.0205,0.0074
,,931.25,NaN,0.0862,0.0766,NaN,0.0147,0.0131
,,934.375,NaN,0.0982,0.0263,NaN,0.0167,0.0045
,,937.5,NaN,0.0479,0.1126,NaN,0.0081,0.0191
,,940.625,NaN,0.1533,0.0838,NaN,0.0259,0.0142
,,943.75,NaN,NaN,0.0982,NaN,NaN,0.0166
,,946.875,NaN,NaN,0.0934,NaN,NaN,0.0157
,,950,NaN,NaN,0.1581,NaN,NaN,0.0265
,,953.125,NaN,NaN,0.091,NaN,NaN,0.0152
,,956.25,NaN,NaN,NaN,NaN,NaN,NaN
,,959.375,NaN,NaN,NaN,NaN,NaN,NaN
,,962.5,NaN,NaN,NaN,NaN,NaN,NaN
,,965.625,0.0527,NaN,NaN,0.0087,NaN,NaN
,,968.75,0.0551,NaN,NaN,0.0091,NaN,NaN
,,971.875,0.0766,NaN,NaN,0.0125,NaN,NaN
,,975,0.1557,NaN,NaN,0.0254,NaN,NaN
,,978.125,0.0958,0,NaN,0.0156,0,NaN
,,981.25,0.1054,0.0958,NaN,0.0171,0.0155,NaN
,,984.375,0.0527,0.0623,NaN,0.0085,0.0101,NaN
,,987.5,0.0599,0.0527,NaN,0.0097,0.0085,NaN
,,990.625,0.0527,0.0695,NaN,0.0085,0.0112,NaN
