mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000005,2022-05-07T04:17:18.000Z,0,0.4359,4.0045,NaN,Infinity,Infinity,NaN
,,1059.375,0.1174,0.2419,0.2802,0.0176,0.0363,0.0421
,,1062.5,0.0958,0.273,0.1581,0.0144,0.0409,0.0237
,,1065.625,0.2563,0.1389,0.2563,0.0383,0.0207,0.0383
,,1068.75,0.1317,0.2179,0.1772,0.0196,0.0324,0.0264
,,1071.875,0.1437,0.3329,0.3449,0.0213,0.0494,0.0512
,,1075,0.1724,0.1198,0.1964,0.0255,0.0177,0.0291
,,1078.125,0.0862,0.4191,0.2251,0.0127,0.0619,0.0332
,,1081.25,0.1461,0.182,0.2012,0.0215,0.0268,0.0296
,,1084.375,0.012,0.1198,0.0263,0.0018,0.0176,0.0039
,,1087.5,0.1772,0.2659,0.3161,0.0259,0.0389,0.0463
,,1090.625,0.1126,0.1605,0.0623,0.0164,0.0234,0.0091
,,1093.75,0.0527,0.1533,0.115,0.0077,0.0223,0.0167
,,1096.875,0.0575,0.0862,0.0934,0.0083,0.0125,0.0136
,,1100,0.3329,0.3473,0.2251,0.0482,0.0502,0.0326
,,1103.125,0.0695,0.1269,0.115,0.01,0.0183,0.0166
,,1106.25,0.2611,0.1916,0.1293,0.0376,0.0276,0.0186
,,1109.375,NaN,0.1437,0.0982,NaN,0.0206,0.0141
,,1112.5,NaN,0.1629,0.2132,NaN,0.0233,0.0305
,,1115.625,NaN,0.206,0.1772,NaN,0.0294,0.0253
,,1118.75,NaN,0.3161,0.1629,NaN,0.045,0.0232
,,1121.875,NaN,NaN,0.1174,NaN,NaN,0.0167
,,1125,NaN,NaN,0.3976,NaN,NaN,0.0562
,,1128.125,NaN,NaN,0.079,NaN,NaN,0.0111
,,1131.25,NaN,NaN,0.1868,NaN,NaN,0.0263
,,1134.375,NaN,NaN,0.1892,NaN,NaN,0.0265
,,1137.5,NaN,NaN,0.0527,NaN,NaN,0.0074
,,1140.625,NaN,NaN,0.2826,NaN,NaN,0.0394
,,1143.75,0,NaN,0.1126,0,NaN,0.0157
,,1146.875,0.3209,NaN,0.1677,0.0445,NaN,0.0233
,,1150,0.1724,NaN,0.0311,0.0239,NaN,0.0043
,,1153.125,0.1533,NaN,0.2251,0.0212,NaN,0.0311
,,1156.25,0.206,NaN,0.1437,0.0284,NaN,0.0198
,,1159.375,0.115,0.2203,0.2491,0.0158,0.0302,0.0342
,,1162.5,0.115,0.1198,0.1724,0.0157,0.0164,0.0236
,,1165.625,0.2251,0.1988,0.2347,0.0307,0.0271,0.032
,,1168.75,0.4119,0.3904,0.479,0.0561,0.0532,0.0652
,,1171.875,0.1006,0.1509,0.1509,0.0137,0.0205,0.0205
,,1175,0.2874,0.4575,0.1437,0.0389,0.062,0.0195
,,1178.125,0.2443,0.2659,0.1509,0.033,0.0359,0.0204
,,1181.25,0.1389,0.1868,0.1245,0.0187,0.0252,0.0168
,,1184.375,0.2395,0.182,0.0551,0.0322,0.0245,0.0074
,,1187.5,0.1844,0.2036,0.206,0.0247,0.0273,0.0276
,,1190.625,0.2012,0.1509,0.2299,0.0269,0.0202,0.0307
,,1193.75,0.079,0.0862,0.1365,0.0105,0.0115,0.0182
,,1196.875,0.1892,0.3042,0.2922,0.0252,0.0405,0.0389
,,1200,0.1964,0.2156,0.0623,0.026,0.0286,0.0083
,,1203.125,0.182,0.1102,0.1868,0.0241,0.0146,0.0247
,,1206.25,0.2874,0.467,0.1269,0.0379,0.0616,0.0167
,,1209.375,0.3904,0.364,0.3329,0.0514,0.0479,0.0438
,,1212.5,0.2156,0.4335,0.0719,0.0283,0.0569,0.0094
,,1215.625,0.2275,0.3449,0.1078,0.0298,0.0452,0.0141
,,1218.75,0.2347,0.3976,0.0599,0.0306,0.0519,0.0078
,,1221.875,0.194,0.2179,0.1102,0.0253,0.0284,0.0144
,,1225,0.1988,0.2659,0.115,0.0258,0.0345,0.0149
,,1228.125,0.2539,0.2946,0.2036,0.0329,0.0382,0.0264
,,1231.25,0.1437,0.1844,0.1198,0.0186,0.0238,0.0155
,,1234.375,0.2275,0.194,0.1389,0.0293,0.025,0.0179
,,1237.5,0.0479,0.2922,0.2179,0.0062,0.0376,0.028
,,1240.625,0.0168,0.0934,0.1102,0.0022,0.012,0.0141
,,1243.75,0.0647,0.1054,0.1078,0.0083,0.0135,0.0138
,,1246.875,0.1557,0.2682,0.0479,0.0199,0.0342,0.0061
,,1250,0.17,0.194,0.2251,0.0216,0.0247,0.0287
,,1253.125,0.1485,0.1509,0.2826,0.0189,0.0192,0.0359
,,1256.25,0.1245,0.3545,0.0527,0.0158,0.0449,0.0067
,,1259.375,0.1509,0.273,0.1413,0.0191,0.0345,0.0179
,,1262.5,0.1102,0.309,0.2012,0.0139,0.039,0.0254
,,1265.625,0.0263,0.103,0.1461,0.0033,0.013,0.0184
,,1268.75,0.1677,0.0263,0.1293,0.021,0.0033,0.0162
,,1271.875,0.1724,0.2108,0.2227,0.0216,0.0264,0.0279
,,1275,0.2347,0.2036,0.1533,0.0293,0.0254,0.0191
,,1278.125,0.0599,0.1916,0.1365,0.0075,0.0239,0.017
,,1281.25,0.091,0.1509,0.1533,0.0113,0.0187,0.019
,,1284.375,0.2203,0.2802,0.1653,0.0273,0.0347,0.0205
,,1287.5,0.0766,0.17,0.0479,0.0095,0.021,0.0059
,,1290.625,0.0551,0.0886,0.115,0.0068,0.0109,0.0142
,,1293.75,0.0695,0.1677,0.206,0.0085,0.0206,0.0253
,,1296.875,0.0647,0.103,0.0072,0.0079,0.0126,0.0009
,,1300,0.1437,0.2227,0.0862,0.0176,0.0273,0.0106
,,1303.125,0.1269,NaN,0.0599,0.0155,NaN,0.0073
,,1306.25,0.0431,NaN,0.103,0.0053,NaN,0.0125
,,1309.375,0.0383,NaN,0.0719,0.0047,NaN,0.0087
,,1312.5,0.0671,NaN,0.1365,0.0081,NaN,0.0166
,,1315.625,0.1293,NaN,0.0599,0.0156,NaN,0.0072
,,1318.75,0.0383,NaN,0.0958,0.0046,NaN,0.0116
,,1321.875,0.012,NaN,0.1317,0.0014,NaN,0.0159
,,1325,0.0862,NaN,0.1509,0.0104,NaN,0.0181
,,1328.125,0.1269,NaN,0.0359,0.0152,NaN,0.0043
,,1331.25,0.0431,NaN,0.1317,0.0052,NaN,0.0157
,,1334.375,0.1413,NaN,0.1557,0.0169,NaN,0.0186
,,1337.5,0.0982,NaN,0.0671,0.0117,NaN,0.008
,,1340.625,0.0287,NaN,0.0479,0.0034,NaN,0.0057
,,1343.75,0.0383,NaN,0.0144,0.0045,NaN,0.0017
,,1346.875,0.024,NaN,0.0623,0.0028,NaN,0.0074
,,1350,0.115,NaN,0.0599,0.0136,NaN,0.0071
,,1353.125,0.0359,NaN,0.1054,0.0042,NaN,0.0124
,,1356.25,0.0958,NaN,0.0958,0.0112,NaN,0.0112
,,1359.375,0.1245,NaN,0.024,0.0146,NaN,0.0028
,,1362.5,0.2084,NaN,0.0934,0.0243,NaN,0.0109
,,1365.625,0.0551,NaN,0.0335,0.0064,NaN,0.0039
,,1368.75,0.0958,NaN,0.1293,0.0111,NaN,0.015
,,1371.875,0.0527,NaN,0.0623,0.0061,NaN,0.0072
,,1375,0.0072,0.0527,0.0431,0.0008,0.0061,0.005
,,1378.125,0.0431,0.2036,0.1629,0.005,0.0235,0.0188
,,1381.25,0.0287,0.1533,0.0982,0.0033,0.0177,0.0113
,,1384.375,0.0503,0.0719,0.0862,0.0058,0.0083,0.0099
,,1387.5,0.0599,0.1413,0.0287,0.0069,0.0162,0.0033
,,1390.625,0.0144,0.1126,0.0479,0.0016,0.0129,0.0055
,,1393.75,0.0431,0.0551,0.0599,0.0049,0.0063,0.0068
,,1396.875,0.0814,0.182,0.0838,0.0093,0.0207,0.0095
,,1400,0.0862,0.2874,0.0982,0.0098,0.0327,0.0112
,,1403.125,0.1054,0.1054,0.1174,0.012,0.012,0.0133
,,1406.25,0.0599,0.0311,0.0455,0.0068,0.0035,0.0051
,,1409.375,0.0479,0.0216,0.0287,0.0054,0.0024,0.0032
,,1412.5,0.091,0.0192,0.0766,0.0103,0.0022,0.0086
,,1415.625,0.1102,0.1006,0.1078,0.0124,0.0113,0.0121
,,1418.75,0.0383,0.103,0.0719,0.0043,0.0116,0.0081
,,1421.875,0.0671,0.0647,0.0862,0.0075,0.0072,0.0096
,,1425,0.024,0.0527,NaN,0.0027,0.0059,NaN
,,1428.125,0.0263,0.0838,NaN,0.0029,0.0093,NaN
,,1431.25,0,0.0742,NaN,0,0.0083,NaN
,,1434.375,0.0407,0.0814,NaN,0.0045,0.009,NaN
,,1437.5,0.0263,0.1102,NaN,0.0029,0.0122,NaN
,,1440.625,0.0144,0.091,NaN,0.0016,0.0101,NaN
,,1443.75,0.0072,0.0623,NaN,0.0008,0.0069,NaN
,,1446.875,0.0814,0.1078,NaN,0.009,0.0119,NaN
,,1450,0.0479,0.012,NaN,0.0053,0.0013,NaN
,,1453.125,0.0503,0.0719,NaN,0.0055,0.0079,NaN
,,1456.25,0.0599,0.1772,NaN,0.0065,0.0194,NaN
,,1459.375,0.0671,0.1485,0,0.0073,0.0162,0
,,1462.5,0.0719,0.0479,0.0383,0.0078,0.0052,0.0042
,,1465.625,0.0599,0.091,0.0431,0.0065,0.0099,0.0047
,,1468.75,0.012,0.0479,0.0479,0.0013,0.0052,0.0052
,,1471.875,0.0216,0.0192,0.0311,0.0023,0.0021,0.0034
,,1475,0.0503,0.0766,0.0263,0.0054,0.0083,0.0028
,,1478.125,0.0168,0.0287,0.0168,0.0018,0.0031,0.0018
,,1481.25,0,0.0862,0.0168,0,0.0093,0.0018
,,1484.375,0.0192,0.0072,0.0263,0.0021,0.0008,0.0028
,,1487.5,0.0383,0.0814,0.024,0.0041,0.0087,0.0026
,,1490.625,0.0431,0.0383,0.0192,0.0046,0.0041,0.002
,,1493.75,0.0048,0.0287,0.0144,0.0005,0.0031,0.0015
,,1496.875,0.0287,0.0311,0.0263,0.0031,0.0033,0.0028
,,1500,0.0742,0.0359,0.024,0.0079,0.0038,0.0025
,,1503.125,0.0287,0.0862,0.0383,0.003,0.0091,0.0041
,,1506.25,0.0503,0.0287,0.0168,0.0053,0.003,0.0018
,,1509.375,0.0192,0.0431,0,0.002,0.0045,0
,,1512.5,0.0623,0.0072,0.0144,0.0066,0.0008,0.0015
,,1515.625,0,0.0383,0,0,0.004,0
,,1518.75,0.0048,0.0503,0.0192,0.0005,0.0053,0.002
,,1521.875,0.024,0.0359,0.0072,0.0025,0.0038,0.0008
,,1525,0.0479,0.0383,0.012,0.005,0.004,0.0013
,,1528.125,0.0192,0.0479,0.0144,0.002,0.005,0.0015
,,1531.25,0.0695,0.0287,0.0359,0.0072,0.003,0.0037
,,1534.375,0.0311,0.0263,0.0048,0.0032,0.0027,0.0005
,,1537.5,0.0383,0.0263,0.012,0.004,0.0027,0.0012
,,1540.625,0.0551,0.024,0.0168,0.0057,0.0025,0.0017
,,1543.75,0.0072,0.0359,0.0048,0.0007,0.0037,0.0005
,,1546.875,0.0168,0.0048,0.012,0.0017,0.0005,0.0012
,,1550,0.0216,0.0359,0.0192,0.0022,0.0037,0.002
,,1553.125,0.0335,0.0072,0.0072,0.0034,0.0007,0.0007
,,1556.25,0.024,0.0263,0.0168,0.0025,0.0027,0.0017
,,1559.375,0.0263,0,0,0.0027,0,0
,,1562.5,0.0335,0.0335,0.0048,0.0034,0.0034,0.0005
,,1565.625,0,0.0287,0.0192,0,0.0029,0.002
,,1568.75,0.012,0.0335,0,0.0012,0.0034,0
,,1571.875,0.0192,0.0263,0.0072,0.0019,0.0027,0.0007
,,1575,0.0263,0.0359,0,0.0027,0.0036,0
,,1578.125,0.0287,0.012,0,0.0029,0.0012,0
,,1581.25,0.0479,0.0168,0.0335,0.0048,0.0017,0.0034
,,1584.375,0.012,0.0479,0.0216,0.0012,0.0048,0.0022
,,1587.5,0.0551,0.0144,0.012,0.0055,0.0014,0.0012
,,1590.625,0.0144,0.0144,0,0.0014,0.0014,0
,,1593.75,0.0263,0.0144,0.0192,0.0026,0.0014,0.0019
,,1596.875,0.0192,0.0431,0.0263,0.0019,0.0043,0.0026
,,1600,0,0,0,0,0,0
454822000005,2022-05-08T02:16:58.000Z,0,3.3148,0.024,NaN,Infinity,Infinity,NaN
,,3.125,0.0311,0.024,NaN,1.5839,1.2223,NaN
,,6.25,0.0719,0.0168,NaN,1.8309,0.4278,NaN
,,9.375,0.0383,0.0072,NaN,0.6502,0.1222,NaN
,,12.5,0.0072,0.024,NaN,0.0917,0.3056,NaN
,,15.625,0.0407,0,NaN,0.4146,0,NaN
,,18.75,0.0958,0.0311,NaN,0.8132,0.264,NaN
,,21.875,0.0263,0.024,NaN,0.1913,0.1746,NaN
,,25,0.0072,0.0192,NaN,0.0458,0.1222,NaN
,,28.125,0.0766,0.0479,NaN,0.4335,0.2711,NaN
,,31.25,0.0263,0.0168,NaN,0.1339,0.0856,NaN
,,34.375,0.0862,0.0072,NaN,0.3991,0.0333,NaN
,,37.5,0.0263,0.0287,NaN,0.1116,0.1218,NaN
,,40.625,0.0072,0.024,NaN,0.0282,0.094,NaN
,,43.75,0.0503,0.0263,NaN,0.183,0.0957,NaN
,,46.875,0.0479,0,NaN,0.1626,0,NaN
,,50,0.0216,0.0192,NaN,0.0688,0.0611,NaN
,,53.125,0.0479,0.0144,NaN,0.1435,0.0431,NaN
,,56.25,0.0192,0.0072,NaN,0.0543,0.0204,NaN
,,59.375,0.0168,0.0144,0.012,0.045,0.0386,0.0322
,,62.5,0.024,0.0072,0.0503,0.0611,0.0183,0.1281
,,65.625,NaN,0.024,0.0263,NaN,0.0582,0.0638
,,68.75,NaN,0.0072,0.0263,NaN,0.0167,0.0609
,,71.875,NaN,0.0072,0.0192,NaN,0.0159,0.0425
,,75,NaN,0.0072,0.0144,NaN,0.0153,0.0306
,,78.125,NaN,0.0168,0.0144,NaN,0.0342,0.0293
,,81.25,NaN,0.0072,0.0144,NaN,0.0141,0.0282
,,84.375,NaN,0.0072,0.0144,NaN,0.0136,0.0272
,,87.5,NaN,0.0144,0.012,NaN,0.0262,0.0218
,,90.625,NaN,0.0168,0.0072,NaN,0.0295,0.0126
,,93.75,NaN,0.0072,0.012,NaN,0.0122,0.0204
,,96.875,NaN,0.0072,0.0192,NaN,0.0118,0.0315
,,100,NaN,0.0048,0.0072,NaN,0.0076,0.0115
,,103.125,0.0048,0.0144,0.012,0.0074,0.0222,0.0185
,,106.25,0,0.0048,0.0144,0,0.0072,0.0216
,,109.375,0,0.0048,0,0,0.007,0
,,112.5,0.012,0.012,0.0168,0.017,0.017,0.0238
,,115.625,0.0072,0.0144,0,0.0099,0.0198,0
,,118.75,0.0072,0,0.012,0.0096,0,0.0161
,,121.875,0.012,0.0072,0.0144,0.0157,0.0094,0.0188
,,125,0.012,0.0335,0.0407,0.0153,0.0427,0.0518
,,128.125,0,0.0072,0.0048,0,0.0089,0.006
,,131.25,0.0072,0.0048,NaN,0.0087,0.0058,NaN
,,134.375,0.0072,0.0048,NaN,0.0085,0.0057,NaN
,,137.5,NaN,0.012,NaN,NaN,0.0139,NaN
,,140.625,NaN,0,NaN,NaN,0,NaN
,,143.75,NaN,0.0072,NaN,NaN,0.008,NaN
,,146.875,NaN,0,NaN,NaN,0,NaN
,,150,NaN,0.0144,NaN,NaN,0.0153,NaN
,,153.125,NaN,0,NaN,NaN,0,NaN
,,156.25,NaN,0.0072,NaN,NaN,0.0073,NaN
,,159.375,NaN,0.0072,NaN,NaN,0.0072,NaN
,,162.5,NaN,0.0072,NaN,NaN,0.0071,NaN
,,165.625,NaN,0.012,0,NaN,0.0115,0
,,168.75,NaN,0.0048,0.0048,NaN,0.0045,0.0045
,,171.875,NaN,0.0072,0.0048,NaN,0.0067,0.0044
,,175,0.0072,0.0144,0,0.0065,0.0131,0
,,178.125,0.0072,0.0072,0.0144,0.0064,0.0064,0.0129
,,181.25,0,0,0.0048,0,0,0.0042
,,184.375,0.0072,0.0072,0.0072,0.0062,0.0062,0.0062
,,187.5,0.0072,NaN,0,0.0061,NaN,0
,,190.625,0.0144,NaN,0.012,0.012,NaN,0.01
,,193.75,0,NaN,0.0144,0,NaN,0.0118
,,196.875,0,NaN,0,0,NaN,0
,,200,0.0048,NaN,0.0072,0.0038,NaN,0.0057
,,203.125,0,NaN,0.012,0,NaN,0.0094
,,206.25,0.0048,NaN,0.0072,0.0037,NaN,0.0056
,,209.375,0.012,NaN,0.012,0.0091,NaN,0.0091
,,212.5,0.0072,NaN,0.0144,0.0054,NaN,0.0108
,,215.625,0.012,NaN,0.0072,0.0089,NaN,0.0053
,,218.75,0.0048,NaN,0.0072,0.0035,NaN,0.0052
,,221.875,0.0072,NaN,0.0072,0.0052,NaN,0.0052
,,225,0.0048,0.012,0.0072,0.0034,0.0085,0.0051
,,228.125,0.0048,0.012,0,0.0033,0.0084,0
,,231.25,0.0072,0.0048,0.0072,0.005,0.0033,0.005
,,234.375,0.012,0.0072,0,0.0081,0.0049,0
,,237.5,0,0.0144,NaN,0,0.0096,NaN
,,240.625,0.0048,0.0072,NaN,0.0032,0.0048,NaN
,,243.75,0,0.0048,NaN,0,0.0031,NaN
,,246.875,0.0072,0,NaN,0.0046,0,NaN
,,250,0,0.0072,NaN,0,0.0046,NaN
,,253.125,0.0072,0,NaN,0.0045,0,NaN
,,256.25,0.0048,0,NaN,0.003,0,NaN
,,259.375,0.0072,0,NaN,0.0044,0,NaN
,,262.5,0.0072,0,NaN,0.0044,0,NaN
,,265.625,0.0072,0.0072,NaN,0.0043,0.0043,NaN
,,268.75,0.0072,0.0072,NaN,0.0043,0.0043,NaN
,,271.875,0.0048,0.0048,NaN,0.0028,0.0028,NaN
,,275,0.0144,0.0072,0.0048,0.0083,0.0042,0.0028
,,278.125,0.0072,0.012,0.012,0.0041,0.0069,0.0069
,,281.25,0.0072,0.0072,0.0072,0.0041,0.0041,0.0041
,,284.375,0,0,0,0,0,0
,,287.5,0.0144,0.0048,0.012,0.008,0.0027,0.0066
,,290.625,0,0,0.012,0,0,0.0066
,,293.75,0.0072,0.0072,0.012,0.0039,0.0039,0.0065
,,296.875,0,NaN,0,0,NaN,0
,,300,0,NaN,0.0072,0,NaN,0.0038
,,303.125,0,NaN,0.0144,0,NaN,0.0076
,,306.25,0.0072,NaN,0,0.0037,NaN,0
,,309.375,0,NaN,0.0048,0,NaN,0.0025
,,312.5,0.0072,NaN,0,0.0037,NaN,0
,,315.625,0.0072,NaN,0,0.0036,NaN,0
,,318.75,NaN,NaN,0,NaN,NaN,0
,,321.875,NaN,NaN,0,NaN,NaN,0
,,325,NaN,NaN,0,NaN,NaN,0
,,328.125,NaN,NaN,0.0072,NaN,NaN,0.0035
,,331.25,NaN,NaN,0.0072,NaN,NaN,0.0035
,,334.375,NaN,NaN,0,NaN,NaN,0
,,337.5,NaN,NaN,0,NaN,NaN,0
,,340.625,NaN,NaN,0,NaN,NaN,0
,,343.75,NaN,NaN,0.0072,NaN,NaN,0.0033
,,346.875,NaN,NaN,0.0072,NaN,NaN,0.0033
,,350,NaN,NaN,0,NaN,NaN,0
,,353.125,NaN,NaN,0,NaN,NaN,0
,,356.25,NaN,NaN,0.0072,NaN,NaN,0.0032
,,359.375,NaN,NaN,0,NaN,NaN,0
,,362.5,NaN,NaN,0,NaN,NaN,0
,,365.625,NaN,NaN,0.0072,NaN,NaN,0.0031
,,368.75,NaN,0.0072,0.0072,NaN,0.0031,0.0031
,,371.875,NaN,0.0072,0.0072,NaN,0.0031,0.0031
,,375,NaN,0.0072,0.0072,NaN,0.0031,0.0031
,,378.125,NaN,0.0144,0.0072,NaN,0.0061,0.003
,,381.25,NaN,0.0048,0.0072,NaN,0.002,0.003
,,384.375,NaN,0.0072,0.0072,NaN,0.003,0.003
,,387.5,NaN,0.0072,0,NaN,0.003,0
,,390.625,NaN,0,0.0072,NaN,0,0.0029
,,393.75,NaN,0.0072,0.0072,NaN,0.0029,0.0029
,,396.875,NaN,0,0.0072,NaN,0,0.0029
,,400,NaN,0.0072,0,NaN,0.0029,0
,,403.125,NaN,0.0072,0,NaN,0.0028,0
,,406.25,NaN,0,0.0048,NaN,0,0.0019
,,409.375,NaN,0,0.0048,NaN,0,0.0019
,,412.5,NaN,0,0.0048,NaN,0,0.0019
,,415.625,NaN,0,0,NaN,0,0
,,418.75,NaN,0,0.0072,NaN,0,0.0027
,,421.875,NaN,0,0.0048,NaN,0,0.0018
,,425,0,0.0072,0,0,0.0027,0
,,428.125,0,0,0,0,0,0
,,431.25,0,0,0.0048,0,0,0.0018
,,434.375,0,0.0048,0,0,0.0018,0
,,437.5,0,0.0072,0,0,0.0026,0
,,440.625,0.0048,0.0048,0,0.0017,0.0017,0
,,443.75,0,0,0,0,0,0
,,446.875,0,0,0,0,0,0
,,450,0.0072,0.0048,0.0048,0.0025,0.0017,0.0017
,,453.125,0,0,0,0,0,0
,,456.25,0,0,0.0072,0,0,0.0025
,,459.375,0.0048,0,0.0072,0.0017,0,0.0025
,,462.5,0,0,0,0,0,0
,,465.625,0.0048,0,0.0048,0.0016,0,0.0016
,,468.75,0.0048,0.0048,0,0.0016,0.0016,0
,,471.875,0.0048,0,0.0048,0.0016,0,0.0016
,,475,0,0,0,0,0,0
,,478.125,0,0.0048,0,0,0.0016,0
,,481.25,0.0072,0,0.0048,0.0024,0,0.0016
,,484.375,0.0072,0,0.0072,0.0024,0,0.0024
,,487.5,0.0048,0,0,0.0016,0,0
,,490.625,0,0,NaN,0,0,NaN
,,493.75,0,0,NaN,0,0,NaN
,,496.875,0.0048,0,NaN,0.0015,0,NaN
,,500,0,0.0048,NaN,0,0.0015,NaN
,,503.125,0,0,NaN,0,0,NaN
,,506.25,0,0,NaN,0,0,NaN
,,509.375,0.0048,0,NaN,0.0015,0,NaN
,,512.5,0,0,NaN,0,0,NaN
,,515.625,0,0,NaN,0,0,NaN
,,518.75,0,0,NaN,0,0,NaN
,,521.875,0,0,NaN,0,0,NaN
,,525,0,0,NaN,0,0,NaN
,,528.125,0,0,NaN,0,0,NaN
,,531.25,0,0,NaN,0,0,NaN
,,534.375,0,0.0072,NaN,0,0.0021,NaN
,,537.5,0,0,NaN,0,0,NaN
,,540.625,0,0,NaN,0,0,NaN
,,543.75,0,0.0048,NaN,0,0.0014,NaN
,,546.875,0,0,NaN,0,0,NaN
,,550,0,0,NaN,0,0,NaN
,,553.125,0.0048,0,NaN,0.0014,0,NaN
,,556.25,0,0,NaN,0,0,NaN
,,559.375,0,0,NaN,0,0,NaN
,,562.5,0.0048,0,NaN,0.0014,0,NaN
,,565.625,0,0,NaN,0,0,NaN
,,568.75,0,0,NaN,0,0,NaN
,,571.875,0,0,NaN,0,0,NaN
,,575,0,0.0048,NaN,0,0.0013,NaN
,,578.125,0,0,NaN,0,0,NaN
,,581.25,0.0048,0,NaN,0.0013,0,NaN
,,584.375,0,0,NaN,0,0,NaN
,,587.5,0,0,NaN,0,0,NaN
,,590.625,0,0,NaN,0,0,NaN
,,593.75,0,0,NaN,0,0,NaN
,,596.875,0,0,0,0,0,0
,,600,0,0.0048,0.0048,0,0.0013,0.0013
,,603.125,0.0048,0,0.0072,0.0013,0,0.0019
,,606.25,0.0048,0,0,0.0013,0,0
,,609.375,0,0,0.0048,0,0,0.0013
,,612.5,0,0,0,0,0,0
,,615.625,0,0,0,0,0,0
,,618.75,0,0.0072,0.0048,0,0.0019,0.0012
,,621.875,0.0048,0,0.0048,0.0012,0,0.0012
,,625,0,0,0,0,0,0
,,628.125,0,0,0.0048,0,0,0.0012
,,631.25,0,0.0072,0,0,0.0018,0
,,634.375,0,0,NaN,0,0,NaN
,,637.5,0,0,NaN,0,0,NaN
,,640.625,0.0072,0,NaN,0.0018,0,NaN
,,643.75,0,0,NaN,0,0,NaN
,,646.875,0,0.0048,NaN,0,0.0012,NaN
,,650,0.0048,0,NaN,0.0012,0,NaN
,,653.125,0,0,NaN,0,0,NaN
,,656.25,0.0072,NaN,NaN,0.0017,NaN,NaN
,,659.375,0.0048,NaN,NaN,0.0012,NaN,NaN
,,662.5,0,NaN,NaN,0,NaN,NaN
,,665.625,0,NaN,NaN,0,NaN,NaN
,,668.75,0,NaN,NaN,0,NaN,NaN
,,671.875,0,NaN,NaN,0,NaN,NaN
,,675,0,NaN,NaN,0,NaN,NaN
,,678.125,0,NaN,NaN,0,NaN,NaN
,,681.25,0.0048,NaN,NaN,0.0011,NaN,NaN
,,684.375,0,NaN,NaN,0,NaN,NaN
,,687.5,0,NaN,NaN,0,NaN,NaN
,,690.625,0,0,NaN,0,0,NaN
,,693.75,0,0,NaN,0,0,NaN
,,696.875,0,0,NaN,0,0,NaN
,,700,0.0048,0,NaN,0.0011,0,NaN
,,703.125,0.0048,0,NaN,0.0011,0,NaN
,,706.25,0,0,0,0,0,0
,,709.375,0,0,0,0,0,0
,,712.5,0.0072,0,0,0.0016,0,0
,,715.625,0,0,0.0048,0,0,0.0011
,,718.75,0.0048,0,0,0.0011,0,0
,,721.875,0,0,0,0,0,0
,,725,0,0,0,0,0,0
,,728.125,0,0,0,0,0,0
,,731.25,0,0,0,0,0,0
,,734.375,0.0048,0,0,0.001,0,0
,,737.5,0,0.0072,0,0,0.0016,0
,,740.625,0,0,0,0,0,0
,,743.75,0.0072,0.0048,0.0048,0.0015,0.001,0.001
,,746.875,0,0,0,0,0,0
,,750,0,0,0,0,0,0
,,753.125,0,0,0,0,0,0
,,756.25,0.0048,0,0,0.001,0,0
,,759.375,0,0,0,0,0,0
,,762.5,0,0.0048,0,0,0.001,0
,,765.625,0,0,0,0,0,0
,,768.75,0,0,0,0,0,0
,,771.875,0.0048,0,0,0.001,0,0
,,775,0,0,0,0,0,0
,,778.125,0,0,0,0,0,0
,,781.25,0.012,0.0048,0,0.0024,0.001,0
,,784.375,NaN,0.0048,0,NaN,0.001,0
,,787.5,NaN,0,0,NaN,0,0
,,790.625,NaN,0,0,NaN,0,0
,,793.75,NaN,0.0048,0,NaN,0.001,0
,,796.875,NaN,0.0072,0,NaN,0.0014,0
,,800,NaN,0,0,NaN,0,0
,,803.125,NaN,0,0.0072,NaN,0,0.0014
,,806.25,NaN,0.0072,0.0048,NaN,0.0014,0.0009
,,809.375,NaN,0,0,NaN,0,0
,,812.5,NaN,0.0072,0.0048,NaN,0.0014,0.0009
,,815.625,NaN,0,0,NaN,0,0
,,818.75,NaN,0.0048,0,NaN,0.0009,0
,,821.875,0,0,0,0,0,0
,,825,0,0,0,0,0,0
,,828.125,0.0048,0.0072,0,0.0009,0.0014,0
,,831.25,0,0.0072,0.0072,0,0.0014,0.0014
,,834.375,0.0072,0,0.0072,0.0014,0,0.0014
,,837.5,0.0072,0,0.012,0.0014,0,0.0023
,,840.625,0,0.0072,0,0,0.0014,0
,,843.75,0.0048,0,0.0072,0.0009,0,0.0014
,,846.875,0,0.0048,0,0,0.0009,0
,,850,0,0,NaN,0,0,NaN
,,853.125,0,0,NaN,0,0,NaN
,,856.25,0.0072,0,NaN,0.0013,0,NaN
,,859.375,0.0048,0,NaN,0.0009,0,NaN
,,862.5,0.0072,0.0072,NaN,0.0013,0.0013,NaN
,,865.625,0.0072,0.0048,NaN,0.0013,0.0009,NaN
,,868.75,0,0,NaN,0,0,NaN
,,871.875,0,NaN,NaN,0,NaN,NaN
,,875,0,NaN,NaN,0,NaN,NaN
,,878.125,0,NaN,NaN,0,NaN,NaN
,,881.25,0,NaN,NaN,0,NaN,NaN
,,884.375,0,NaN,0,0,NaN,0
,,887.5,0.0072,NaN,0,0.0013,NaN,0
,,890.625,0,NaN,0,0,NaN,0
,,893.75,0,NaN,0.0048,0,NaN,0.0009
