mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
45482200000A,2022-04-28T03:10:06.000Z,0,0.2323,NaN,9.9035,Infinity,NaN,Infinity
,,168.75,0.4838,0.2179,0.5652,0.4563,0.2055,0.5331
,,171.875,0.1389,0.1006,0.3617,0.1286,0.0932,0.3349
,,175,0.4263,0.1054,0.5221,0.3877,0.0959,0.4748
,,178.125,0.3233,0.3305,0.2179,0.2889,0.2953,0.1947
,,181.25,0.6706,0.4814,0.3784,0.5889,0.4227,0.3323
,,184.375,0.4599,0.1485,0.8287,0.397,0.1282,0.7153
,,187.5,0.273,0.182,0.2299,0.2317,0.1545,0.1951
,,190.625,0.1724,0.1653,0.2012,0.1439,0.138,0.168
,,193.75,0.206,0.2227,0.1485,0.1692,0.1829,0.122
,,196.875,0.2587,0.0623,0.2179,0.2091,0.0504,0.1762
,,200,0.1868,0.1198,0.0742,0.1487,0.0953,0.059
,,203.125,0.0575,0.1796,0.2371,0.0451,0.1407,0.1858
,,206.25,0.3018,0.0551,0.0958,0.2329,0.0425,0.0739
,,209.375,0.1317,0.1006,0.0766,0.1001,0.0765,0.0582
,,212.5,0.115,0.1389,0.1413,0.0861,0.104,0.1058
,,215.625,0.3401,0.1126,0.1557,0.251,0.0831,0.1149
,,218.75,0.1677,0.0982,0.2251,0.122,0.0714,0.1638
,,221.875,0.3569,0.1772,0.2515,0.256,0.1271,0.1804
,,225,0.7257,0.6706,0.3233,0.5133,0.4744,0.2287
,,228.125,0.5772,0.3185,0.3377,0.4027,0.2222,0.2356
,,231.25,0.7329,0.1748,0.0263,0.5044,0.1203,0.0181
,,234.375,0.2922,0.1126,0.0695,0.1984,0.0765,0.0472
,,237.5,0.1293,0.0719,0.0766,0.0866,0.0482,0.0513
,,240.625,0.4263,0.2539,0.0168,0.282,0.1679,0.0111
,,243.75,0.2203,0.1581,0.2203,0.1438,0.1032,0.1438
,,246.875,0.0551,0.103,0.1174,0.0355,0.0664,0.0757
,,250,0.2682,0.1413,0.2443,0.1707,0.09,0.1555
,,253.125,0.0766,0.1078,0.1245,0.0482,0.0678,0.0783
,,256.25,0.2108,0.0719,0.2036,0.1309,0.0447,0.1265
,,259.375,0.103,0.0383,0.1796,0.0632,0.0235,0.1102
,,262.5,0.1892,0.0599,0.1006,0.1147,0.0363,0.061
,,265.625,0.0982,0.1557,0.1485,0.0588,0.0933,0.089
,,268.75,0.0982,0.1485,0.1988,0.0582,0.0879,0.1177
,,271.875,0.0814,0.0623,0.0766,0.0477,0.0365,0.0448
,,275,0.0766,0.0862,0.012,0.0443,0.0499,0.0069
,,278.125,0.0216,0.0575,0.1341,0.0124,0.0329,0.0767
,,281.25,0.0814,0.0503,0.1078,0.0461,0.0285,0.061
,,284.375,0.0359,0.0527,0.0431,0.0201,0.0295,0.0241
,,287.5,0.1006,0.0599,0.1221,0.0557,0.0332,0.0676
,,290.625,0.1245,0.0814,0.1317,0.0682,0.0446,0.0721
,,293.75,0.1198,0.1389,0.2251,0.0649,0.0753,0.122
,,296.875,0.182,0.1557,0.1413,0.0976,0.0835,0.0758
,,300,0.1341,0.0383,0.1892,0.0711,0.0203,0.1004
,,303.125,0.1653,0.0886,0.1245,0.0868,0.0465,0.0654
,,306.25,0.0072,0.0886,0.0647,0.0037,0.046,0.0336
,,309.375,0.0575,0.1844,0.1413,0.0296,0.0949,0.0727
,,312.5,0.0838,0.0838,0.0862,0.0427,0.0427,0.0439
,,315.625,0.1006,0.079,0.1198,0.0507,0.0398,0.0604
,,318.75,0.0623,0.0287,0.0575,0.0311,0.0143,0.0287
,,321.875,0.1461,0.0551,0.1198,0.0722,0.0272,0.0592
,,325,0.0766,0.0934,0.0335,0.0375,0.0457,0.0164
,,328.125,0.1365,0.1317,0.0695,0.0662,0.0639,0.0337
,,331.25,0.1006,0.0527,0.0503,0.0483,0.0253,0.0242
,,334.375,0.0623,0.0335,0.1006,0.0297,0.0159,0.0479
,,337.5,0.2419,0.1677,0.3377,0.1141,0.0791,0.1592
,,340.625,0.1389,0.1437,0.079,0.0649,0.0671,0.0369
,,343.75,0.0671,0.1293,0.1677,0.0311,0.0599,0.0776
,,346.875,0.1677,0.0814,0.091,0.0769,0.0373,0.0418
,,350,0.1245,0.1221,0.1724,0.0566,0.0555,0.0784
,,353.125,0.1772,0.0742,0.0335,0.0799,0.0334,0.0151
,,356.25,0.2251,0.0407,0.2251,0.1006,0.0182,0.1006
,,359.375,0.2179,0.1748,0.2371,0.0965,0.0774,0.105
,,362.5,0.17,0.079,0.1892,0.0746,0.0347,0.0831
,,365.625,0.2371,0.0503,0.1341,0.1032,0.0219,0.0584
,,368.75,0.1653,0.0647,0.2203,0.0713,0.0279,0.0951
,,371.875,0.0359,0.1461,0.0551,0.0154,0.0625,0.0236
,,375,0.024,0.0814,0.0335,0.0102,0.0345,0.0142
,,378.125,0.0982,0.0431,0.115,0.0413,0.0181,0.0484
,,381.25,0.0671,0.1413,0,0.028,0.059,0
,,384.375,0.1102,0.0072,0.0647,0.0456,0.003,0.0268
,,387.5,0.0958,0.0263,0.0479,0.0393,0.0108,0.0197
,,390.625,0.1844,0.1389,0.0814,0.0751,0.0566,0.0332
,,393.75,0,0.0647,0.1461,0,0.0262,0.0591
,,396.875,0.0168,0.0742,0.0982,0.0067,0.0298,0.0394
,,400,0.0503,0.1748,0.0335,0.02,0.0696,0.0133
,,403.125,0.206,NaN,0.079,0.0813,NaN,0.0312
,,406.25,0.0335,NaN,0.0431,0.0131,NaN,0.0169
,,409.375,0.1964,NaN,0.0575,0.0764,NaN,0.0224
,,412.5,0.0886,NaN,0.0982,0.0342,NaN,0.0379
,,415.625,0.0814,NaN,0.1221,0.0312,NaN,0.0468
,,418.75,0.0671,NaN,0.1006,0.0255,NaN,0.0382
,,421.875,0.0527,NaN,0.103,0.0199,NaN,0.0389
,,425,0.0766,NaN,0.0359,0.0287,NaN,0.0134
,,428.125,0.0862,NaN,0.1868,0.032,NaN,0.0694
,,431.25,0.0958,NaN,0.079,0.0354,NaN,0.0292
,,434.375,0.1198,NaN,0.091,0.0439,NaN,0.0333
,,437.5,0.1198,NaN,0.0575,0.0436,NaN,0.0209
,,440.625,0.0886,0.079,0.0479,0.032,0.0285,0.0173
,,443.75,0.0862,0.1724,0.0695,0.0309,0.0618,0.0249
,,446.875,0.079,0.103,0.091,0.0281,0.0367,0.0324
,,450,0.0479,0.1293,0.1198,0.0169,0.0457,0.0424
,,453.125,0.194,0.0359,0.0287,0.0681,0.0126,0.0101
,,456.25,0.1533,0.1413,0.1054,0.0535,0.0493,0.0368
,,459.375,0.1006,0.0958,0.024,0.0349,0.0332,0.0083
,,462.5,0.0862,0.2515,0.0407,0.0297,0.0865,0.014
,,465.625,0.1844,0.1748,0.0766,0.063,0.0597,0.0262
,,468.75,0.0503,0.0742,0.0982,0.0171,0.0252,0.0333
,,471.875,0,0.1748,0.1102,0,0.059,0.0372
,,475,0.0886,0.206,0.091,0.0297,0.069,0.0305
,,478.125,0.1293,0.0886,0.1198,0.043,0.0295,0.0399
,,481.25,0.0719,0.2467,0.0766,0.0238,0.0816,0.0253
,,484.375,0.1317,0.1413,0.0407,0.0433,0.0464,0.0134
,,487.5,0.0263,0.1365,0.1054,0.0086,0.0446,0.0344
,,490.625,0.1868,0.0958,0.091,0.0606,0.0311,0.0295
,,493.75,0.0359,0.2898,0.0551,0.0116,0.0934,0.0178
,,496.875,0.0671,0.1653,0.0599,0.0215,0.0529,0.0192
,,500,0.091,0.0503,0.0695,0.029,0.016,0.0221
,,503.125,0.1413,0.2251,0.0527,0.0447,0.0712,0.0167
,,506.25,0.0766,0.1269,0.0982,0.0241,0.0399,0.0309
,,509.375,0.0431,0.079,0.0575,0.0135,0.0247,0.018
,,512.5,0.0814,0.1317,0.0695,0.0253,0.0409,0.0216
,,515.625,0.0695,0.0407,0.024,0.0215,0.0126,0.0074
,,518.75,0.091,0.0407,0.0216,0.0279,0.0125,0.0066
,,521.875,0.0503,0.0742,0.0431,0.0153,0.0226,0.0131
,,525,0.0479,0.1485,0.0479,0.0145,0.045,0.0145
,,528.125,0.0144,0.0958,0.0144,0.0043,0.0289,0.0043
,,531.25,0.0838,0.0431,0.0695,0.0251,0.0129,0.0208
,,534.375,0.103,0.1102,0.0623,0.0307,0.0328,0.0186
,,537.5,0.0263,0.2826,0.1054,0.0078,0.0837,0.0312
,,540.625,0.0862,0.1413,0.0575,0.0254,0.0416,0.0169
,,543.75,0.0335,0.2084,0.0862,0.0098,0.061,0.0252
,,546.875,0.0742,0.0838,0.0431,0.0216,0.0244,0.0125
,,550,0.0479,0.0695,0.0383,0.0139,0.0201,0.0111
,,553.125,0.0742,0.1054,0.0407,0.0214,0.0303,0.0117
,,556.25,0.0335,0.0551,0.1006,0.0096,0.0158,0.0288
,,559.375,0.0862,0.1389,0.0192,0.0245,0.0395,0.0055
,,562.5,0.0383,0.0527,0.0216,0.0108,0.0149,0.0061
,,565.625,0.1198,0.1102,0.0527,0.0337,0.031,0.0148
,,568.75,0.0862,0.2874,0.0479,0.0241,0.0804,0.0134
,,571.875,0.1485,0.2371,0.0958,0.0413,0.066,0.0267
,,575,0.0838,0.1102,0.0719,0.0232,0.0305,0.0199
,,578.125,0.1221,0.2611,0.0263,0.0336,0.0719,0.0072
,,581.25,0.0671,0.1461,0.0695,0.0184,0.04,0.019
,,584.375,0.0335,0.1605,0.0192,0.0091,0.0437,0.0052
,,587.5,0.0695,0.3018,0.1437,0.0188,0.0818,0.0389
,,590.625,0.1341,0.0072,0.0192,0.0361,0.0019,0.0052
,,593.75,0.0958,0.1389,0.012,0.0257,0.0372,0.0032
,,596.875,0.0287,0.2754,0.0431,0.0077,0.0734,0.0115
,,600,0.0527,0.1317,0.0455,0.014,0.0349,0.0121
,,603.125,0.0982,0.1557,0.024,0.0259,0.0411,0.0063
,,606.25,0.0455,0.0958,0.0814,0.0119,0.0251,0.0214
,,609.375,0.0623,0.0455,0.1198,0.0163,0.0119,0.0313
,,612.5,0.0623,0.0958,0.0862,0.0162,0.0249,0.0224
,,615.625,0.1126,0.091,0.0551,0.0291,0.0235,0.0142
,,618.75,0.0551,0.0383,0.0982,0.0142,0.0099,0.0253
,,621.875,0.0814,0.0048,0.0359,0.0208,0.0012,0.0092
,,625,0.0886,0.0575,0.0335,0.0226,0.0146,0.0085
,,628.125,0.0766,0.079,0.1485,0.0194,0.02,0.0376
,,631.25,0.0766,0.0886,0.2491,0.0193,0.0223,0.0628
,,634.375,0.1054,0.115,0.1102,0.0264,0.0289,0.0276
,,637.5,0.0144,0.0431,0.1198,0.0036,0.0108,0.0299
,,640.625,0.0431,0.0407,0.1245,0.0107,0.0101,0.0309
,,643.75,0.0479,0.0479,0.0503,0.0118,0.0118,0.0124
,,646.875,0.103,0,0.1653,0.0253,0,0.0407
,,650,0.1605,0.0814,0.2659,0.0393,0.0199,0.0651
,,653.125,0.1269,0.0695,0.1796,0.0309,0.0169,0.0438
,,656.25,0.0263,0.0647,0.0311,0.0064,0.0157,0.0075
,,659.375,0.0982,0.0671,0.1509,0.0237,0.0162,0.0364
,,662.5,0.1102,0.0551,0.182,0.0265,0.0132,0.0437
,,665.625,0.0072,0.0407,0.0623,0.0017,0.0097,0.0149
,,668.75,0.0311,0.0048,0.1198,0.0074,0.0011,0.0285
,,671.875,0.0719,0.0599,0.091,0.017,0.0142,0.0216
,,675,0.0671,0.0695,0.0934,0.0158,0.0164,0.022
,,678.125,0.0287,0.0359,0.115,0.0067,0.0084,0.027
,,681.25,0.0766,0.0144,0.0862,0.0179,0.0034,0.0201
,,684.375,0.0431,0.0359,0.0695,0.01,0.0083,0.0162
,,687.5,0.091,0.0647,0.0479,0.0211,0.015,0.0111
,,690.625,0.0623,0.0144,0.0479,0.0144,0.0033,0.011
,,693.75,0.0527,0.0647,0.0431,0.0121,0.0148,0.0099
,,696.875,0.0431,0.0359,0.0623,0.0098,0.0082,0.0142
,,700,0.091,0.0623,0.0766,0.0207,0.0142,0.0174
,,703.125,0.0359,0.0719,0.0431,0.0081,0.0163,0.0098
,,706.25,0.0551,0.0192,0.1245,0.0124,0.0043,0.0281
,,709.375,0.0479,0.0503,0.0431,0.0107,0.0113,0.0097
,,712.5,0.0383,0.0958,0.079,0.0086,0.0214,0.0176
,,715.625,0.024,0.0862,0.0695,0.0053,0.0192,0.0155
,,718.75,0.0383,0.0407,0.0575,0.0085,0.009,0.0127
,,721.875,0.0168,0.0671,0.0335,0.0037,0.0148,0.0074
,,725,0.0479,0.1772,0.1078,0.0105,0.0389,0.0237
,,728.125,0.0575,0.0958,0,0.0126,0.0209,0
,,731.25,0.0551,0.1437,0.012,0.012,0.0313,0.0026
,,734.375,0.0647,0.0407,0.0695,0.014,0.0088,0.0151
,,737.5,0.0503,0.1461,0.0216,0.0109,0.0315,0.0047
,,740.625,0.0359,0.0982,0.0719,0.0077,0.0211,0.0155
,,743.75,0.0168,0.0742,0.0766,0.0036,0.0159,0.0164
,,746.875,0.0168,0.0958,0.0407,0.0036,0.0204,0.0087
,,750,0.0527,0.17,0.0144,0.0112,0.0361,0.0031
,,753.125,0.0647,0.1317,0,0.0137,0.0278,0
,,756.25,0.0599,0.0599,0.0599,0.0126,0.0126,0.0126
,,759.375,0.0168,0.0407,0.0958,0.0035,0.0085,0.0201
,,762.5,0.0144,0.0695,0.0287,0.003,0.0145,0.006
,,765.625,0.0695,0.0431,0.0886,0.0144,0.009,0.0184
,,768.75,0.0479,0.079,0.0072,0.0099,0.0164,0.0015
,,771.875,0.024,0.0335,0.0479,0.0049,0.0069,0.0099
,,775,0.0263,0.024,0.0527,0.0054,0.0049,0.0108
,,778.125,0.0144,0.0263,0.0742,0.0029,0.0054,0.0152
,,781.25,0.0431,0.0263,0.0623,0.0088,0.0054,0.0127
,,784.375,0.0216,0.0168,0.0575,0.0044,0.0034,0.0117
,,787.5,0.0335,0.0287,0.024,0.0068,0.0058,0.0049
,,790.625,0.0407,0.0671,0.079,0.0082,0.0135,0.0159
,,793.75,0.0144,0.0551,0.0359,0.0029,0.011,0.0072
,,796.875,0.0144,0.0623,0.0263,0.0029,0.0124,0.0053
,,800,0.1006,0.0192,0.0623,0.02,0.0038,0.0124
,,803.125,0.0263,0.0144,0.0527,0.0052,0.0029,0.0104
,,806.25,0.0407,0.0359,0.0144,0.008,0.0071,0.0028
,,809.375,0.0192,0.0335,0.0048,0.0038,0.0066,0.0009
,,812.5,0.0287,0.0431,0.0048,0.0056,0.0084,0.0009
,,815.625,0.0359,0.012,0.0263,0.007,0.0023,0.0051
,,818.75,0.0072,0.0479,0.0742,0.0014,0.0093,0.0144
,,821.875,0.0168,0.0335,0.0431,0.0033,0.0065,0.0083
,,825,0.091,0.0766,0.024,0.0176,0.0148,0.0046
,,828.125,0.0982,0,0.0192,0.0189,0,0.0037
,,831.25,0.0168,0.0072,0.0671,0.0032,0.0014,0.0128
,,834.375,0.0168,0.0359,0.0335,0.0032,0.0068,0.0064
,,837.5,0.0551,0.0072,0.024,0.0105,0.0014,0.0046
,,840.625,0.0695,0.0335,0.0216,0.0132,0.0063,0.0041
,,843.75,0.0407,0.0335,0.0479,0.0077,0.0063,0.009
,,846.875,0.0311,0.0551,0.091,0.0058,0.0104,0.0171
,,850,0.0503,0.0359,0.0311,0.0094,0.0067,0.0058
,,853.125,0.0216,0.0671,0.0527,0.004,0.0125,0.0098
,,856.25,0.0671,0.0263,0.0623,0.0125,0.0049,0.0116
,,859.375,0.0335,0.0192,0.0216,0.0062,0.0036,0.004
,,862.5,0.0455,0.0479,0.0527,0.0084,0.0088,0.0097
,,865.625,0.0072,0.0263,0.0431,0.0013,0.0048,0.0079
,,868.75,0.0623,0.024,0.0216,0.0114,0.0044,0.004
,,871.875,0.0072,0.0599,0.0144,0.0013,0.0109,0.0026
,,875,0.0431,0.0647,0.0359,0.0078,0.0118,0.0065
,,878.125,0.0144,0.0431,0.0359,0.0026,0.0078,0.0065
,,881.25,0.0383,0.1365,0.012,0.0069,0.0247,0.0022
,,884.375,0.0072,0.0814,0.0335,0.0013,0.0146,0.006
,,887.5,0.0503,0.0072,0.0383,0.009,0.0013,0.0069
,,890.625,0.0503,0.1006,0.0527,0.009,0.018,0.0094
,,893.75,0.012,0.0695,0.0599,0.0021,0.0124,0.0107
,,896.875,0.0072,0.0263,0.0431,0.0013,0.0047,0.0076
,,900,0.0503,0.0766,0.0144,0.0089,0.0135,0.0025
,,903.125,0.1078,0.091,0.0192,0.019,0.016,0.0034
,,906.25,0.012,0.0623,0.0431,0.0021,0.0109,0.0076
,,909.375,0.0168,0.0383,0,0.0029,0.0067,0
,,912.5,0.0671,0.1317,0.1006,0.0117,0.023,0.0175
,,915.625,0.024,0.0719,0.0407,0.0042,0.0125,0.0071
,,918.75,0.0934,0.0335,0.0814,0.0162,0.0058,0.0141
,,921.875,0.0742,0.1485,0.0479,0.0128,0.0256,0.0083
,,925,0.0216,0.1317,0.0311,0.0037,0.0227,0.0054
,,928.125,0.079,0.0335,0.0359,0.0135,0.0057,0.0062
,,931.25,0.012,0.103,0.0431,0.0021,0.0176,0.0074
,,934.375,0.0647,0.0527,0.0814,0.011,0.009,0.0139
,,937.5,0.0982,0.1293,0.115,0.0167,0.022,0.0195
,,940.625,0.0431,0.0862,0.0479,0.0073,0.0146,0.0081
,,943.75,0.0359,0.0311,0.0431,0.0061,0.0052,0.0073
,,946.875,0.0719,0.0742,0.0623,0.0121,0.0125,0.0105
,,950,0.0431,0.0479,0.0431,0.0072,0.008,0.0072
,,953.125,0.103,0.1365,0.0695,0.0172,0.0228,0.0116
,,956.25,0.0359,0.0814,0.0072,0.006,0.0135,0.0012
,,959.375,0.0263,0.0671,0.0287,0.0044,0.0111,0.0048
,,962.5,0.0814,0.1078,0.1269,0.0135,0.0178,0.021
,,965.625,0.0862,0.1437,0.0695,0.0142,0.0237,0.0115
,,968.75,0.0216,0.0766,0.0814,0.0035,0.0126,0.0134
,,971.875,0.0263,0.0503,0.1293,0.0043,0.0082,0.0212
,,975,0.0671,0.1581,0.0503,0.011,0.0258,0.0082
,,978.125,0.079,0.1557,0.1174,0.0129,0.0253,0.0191
,,981.25,0.0862,0.206,0.0575,0.014,0.0334,0.0093
,,984.375,0.1557,0.2659,0.115,0.0252,0.043,0.0186
,,987.5,0.1126,0.2251,0.1006,0.0181,0.0363,0.0162
,,990.625,0.0479,0.1485,0.0719,0.0077,0.0239,0.0116
,,993.75,0.0192,0.0527,0,0.0031,0.0084,0
,,996.875,0.0958,0.0192,0.0695,0.0153,0.0031,0.0111
,,1000,0.0479,0.1245,0.0742,0.0076,0.0198,0.0118
,,1003.125,0.1653,0.3976,0.1772,0.0262,0.0631,0.0281
,,1006.25,0.1964,0.2443,0.2036,0.0311,0.0386,0.0322
,,1009.375,0.0623,0.1245,0.079,0.0098,0.0196,0.0125
,,1012.5,0.012,0.024,0.0216,0.0019,0.0038,0.0034
,,1015.625,0.1413,0.2299,0.0742,0.0221,0.036,0.0116
,,1018.75,0.1677,0.2467,0.0814,0.0262,0.0385,0.0127
,,1021.875,0.1365,0.2227,0.024,0.0213,0.0347,0.0037
,,1025,0.273,0.4048,0.2251,0.0424,0.0629,0.035
,,1028.125,0.0695,0.17,0.0719,0.0108,0.0263,0.0111
,,1031.25,0.0311,0.0335,0.0814,0.0048,0.0052,0.0126
,,1034.375,0.091,0.0886,0.1102,0.014,0.0136,0.017
,,1037.5,0.0431,0.2347,0.0695,0.0066,0.036,0.0107
,,1040.625,0.182,0.4215,0.1509,0.0278,0.0645,0.0231
,,1043.75,0.2922,0.4599,0.1964,0.0446,0.0701,0.0299
,,1046.875,0.0695,0.0479,0.0168,0.0106,0.0073,0.0026
,,1050,0.1772,0.2275,0.0719,0.0269,0.0345,0.0109
,,1053.125,0.2012,0.3305,0.2084,0.0304,0.0499,0.0315
,,1056.25,0.0359,0.0742,0.0407,0.0054,0.0112,0.0061
,,1059.375,0.0814,0.1293,0.0814,0.0122,0.0194,0.0122
,,1062.5,0.0671,0.1174,0.1317,0.0101,0.0176,0.0197
,,1065.625,0.0886,0.1174,0.1317,0.0132,0.0175,0.0197
,,1068.75,0.2084,0.4479,0.1126,0.031,0.0667,0.0168
,,1071.875,0.2012,0.2659,0.1677,0.0299,0.0395,0.0249
,,1075,0.0575,0.0982,0.0742,0.0085,0.0145,0.011
,,1078.125,0.0838,0.2203,0.0623,0.0124,0.0325,0.0092
,,1081.25,0.1198,0.3138,0.1653,0.0176,0.0462,0.0243
,,1084.375,0.1413,0.2299,0.115,0.0207,0.0337,0.0169
,,1087.5,0.1724,NaN,0.0958,0.0252,NaN,0.014
,,1090.625,0.0359,NaN,0.0359,0.0052,NaN,0.0052
,,1093.75,0.0287,NaN,0.024,0.0042,NaN,0.0035
,,1096.875,0.0479,NaN,0.0431,0.007,NaN,0.0063
,,1100,0.1724,NaN,0.0958,0.0249,NaN,0.0139
,,1103.125,0.0503,NaN,0.0551,0.0073,NaN,0.0079
,,1106.25,0.012,NaN,0.0551,0.0017,NaN,0.0079
,,1109.375,0.0766,NaN,0.0671,0.011,NaN,0.0096
,,1112.5,0.1126,NaN,0.0383,0.0161,NaN,0.0055
,,1115.625,0.1509,NaN,0.0072,0.0215,NaN,0.001
,,1118.75,0.1317,NaN,0.0647,0.0187,NaN,0.0092
,,1121.875,0.0407,NaN,0.0431,0.0058,NaN,0.0061
,,1125,0.103,NaN,0.0407,0.0146,NaN,0.0058
,,1128.125,0.0814,NaN,0.0934,0.0115,NaN,0.0132
,,1131.25,0.0623,NaN,0.0072,0.0088,NaN,0.001
,,1134.375,0.0407,NaN,0.0599,0.0057,NaN,0.0084
,,1137.5,0.0742,NaN,0.0192,0.0104,NaN,0.0027
,,1140.625,0.103,NaN,0.079,0.0144,NaN,0.011
,,1143.75,0.1413,NaN,0.0383,0.0197,NaN,0.0053
,,1146.875,0,NaN,0.0479,0,NaN,0.0066
,,1150,0.0695,NaN,0.0527,0.0096,NaN,0.0073
,,1153.125,0.1078,NaN,0.0431,0.0149,NaN,0.0059
,,1156.25,0.0287,NaN,0.0527,0.004,NaN,0.0073
,,1159.375,0.0695,0.2515,0.0335,0.0095,0.0345,0.0046
,,1162.5,0.0383,0.1964,0.0671,0.0052,0.0269,0.0092
,,1165.625,0.024,0.024,0.0671,0.0033,0.0033,0.0092
,,1168.75,0.0431,0.0814,0.012,0.0059,0.0111,0.0016
,,1171.875,0.0479,0.091,0.1006,0.0065,0.0124,0.0137
,,1175,0.0575,0.1078,0.0623,0.0078,0.0146,0.0084
,,1178.125,0.0814,0.2299,0.0862,0.011,0.0311,0.0116
,,1181.25,0.0647,0.1221,0.1102,0.0087,0.0165,0.0148
,,1184.375,0.0575,0.0551,0.0862,0.0077,0.0074,0.0116
,,1187.5,0.0431,0.0671,0.091,0.0058,0.009,0.0122
,,1190.625,0.0886,0.024,0.0934,0.0118,0.0032,0.0125
,,1193.75,0.0575,0.0359,0.0359,0.0077,0.0048,0.0048
,,1196.875,0.0958,0.0335,0.0479,0.0127,0.0045,0.0064
,,1200,0.0431,0.0359,0.0263,0.0057,0.0048,0.0035
,,1203.125,0.0527,0.0192,0.0455,0.007,0.0025,0.006
,,1206.25,0.024,0.0263,0.091,0.0032,0.0035,0.012
,,1209.375,0.0671,0.0431,0.0455,0.0088,0.0057,0.006
,,1212.5,0.0359,0.0958,0.024,0.0047,0.0126,0.0032
,,1215.625,0.0287,0.1221,0.0072,0.0038,0.016,0.0009
,,1218.75,0.0263,0.0575,0.0263,0.0034,0.0075,0.0034
,,1221.875,0.0383,0.0455,0.0359,0.005,0.0059,0.0047
,,1225,0.0311,0.012,0.0168,0.004,0.0016,0.0022
,,1228.125,0.0216,0.0192,0.0719,0.0028,0.0025,0.0093
,,1231.25,0.0335,0.0383,0.012,0.0043,0.005,0.0016
,,1234.375,0.0192,0.0168,0.0263,0.0025,0.0022,0.0034
,,1237.5,0.0048,0.0431,0.0072,0.0006,0.0055,0.0009
,,1240.625,0,0.0287,0.0383,0,0.0037,0.0049
,,1243.75,0.0144,0.012,0.024,0.0018,0.0015,0.0031
,,1246.875,0.0455,0.0431,0.0431,0.0058,0.0055,0.0055
,,1250,0.0479,0.0287,0.0575,0.0061,0.0037,0.0073
,,1253.125,0.0527,0.0263,0.0335,0.0067,0.0033,0.0043
,,1256.25,0.0216,0.0814,0.024,0.0027,0.0103,0.003
,,1259.375,0.0144,0.0599,0.0599,0.0018,0.0076,0.0076
,,1262.5,0,0.0168,0.0359,0,0.0021,0.0045
,,1265.625,0.0072,0,0.0311,0.0009,0,0.0039
,,1268.75,0,0.0192,0.0527,0,0.0024,0.0066
,,1271.875,0.0527,0.0647,0,0.0066,0.0081,0
,,1275,0,0.0263,0.0359,0,0.0033,0.0045
,,1278.125,0.0335,0.0311,0.0168,0.0042,0.0039,0.0021
,,1281.25,0.0527,0.0287,0.0671,0.0065,0.0036,0.0083
,,1284.375,0.0407,0.0359,0.0263,0.005,0.0044,0.0033
,,1287.5,0.0407,0.0503,0.0192,0.005,0.0062,0.0024
,,1290.625,0.0383,0.0168,0.0335,0.0047,0.0021,0.0041
,,1293.75,0.0359,0.0168,0.0263,0.0044,0.0021,0.0032
,,1296.875,0.0599,0.0359,0.0072,0.0074,0.0044,0.0009
,,1300,0.0814,0.0862,0.0335,0.01,0.0106,0.0041
,,1303.125,0.0335,0.0263,0.0551,0.0041,0.0032,0.0067
,,1306.25,0.0862,0.0407,0.0503,0.0105,0.005,0.0061
,,1309.375,0.0695,0.0359,0.024,0.0084,0.0044,0.0029
,,1312.5,0.0287,0,0.012,0.0035,0,0.0015
,,1315.625,0.0575,0.0431,0.0072,0.007,0.0052,0.0009
,,1318.75,0.012,0.0359,0.0263,0.0014,0.0043,0.0032
,,1321.875,0.0575,0.0263,0.0335,0.0069,0.0032,0.004
,,1325,0.0192,0.0144,0.0431,0.0023,0.0017,0.0052
,,1328.125,0.0287,0.0216,0.012,0.0034,0.0026,0.0014
,,1331.25,0.0192,0.0048,0.0168,0.0023,0.0006,0.002
,,1334.375,0.024,0.024,0.0144,0.0029,0.0029,0.0017
,,1337.5,0.0479,0.0168,0.0431,0.0057,0.002,0.0051
,,1340.625,0,0.0192,0.0263,0,0.0023,0.0031
,,1343.75,0.0263,0.0192,0.0335,0.0031,0.0023,0.004
,,1346.875,0.0383,0.0072,0.0311,0.0045,0.0009,0.0037
,,1350,0.0383,0.0263,0,0.0045,0.0031,0
,,1353.125,0.0263,0.0335,0,0.0031,0.0039,0
,,1356.25,0.0383,0.0359,0,0.0045,0.0042,0
,,1359.375,0.0455,0.0168,0.0479,0.0053,0.002,0.0056
,,1362.5,0.0216,0.0192,0.0216,0.0025,0.0022,0.0025
,,1365.625,0.0335,0,0.0072,0.0039,0,0.0008
,,1368.75,0.0742,0.0431,0.0671,0.0086,0.005,0.0078
,,1371.875,0.0192,0.0072,0,0.0022,0.0008,0
,,1375,0.0551,0.0168,0.0503,0.0064,0.0019,0.0058
,,1378.125,0.0359,0.0144,0.0311,0.0041,0.0017,0.0036
,,1381.25,0.0862,0.0287,0.0575,0.0099,0.0033,0.0066
,,1384.375,0.0527,0.0287,0.0527,0.0061,0.0033,0.0061
,,1387.5,0.0359,0.024,0.0263,0.0041,0.0028,0.003
,,1390.625,0.0144,0.0335,0.0168,0.0016,0.0038,0.0019
,,1393.75,0.0335,0.0168,0.0503,0.0038,0.0019,0.0057
,,1396.875,0.0192,0.0072,0.0335,0.0022,0.0008,0.0038
,,1400,0.0407,0.0168,0.0383,0.0046,0.0019,0.0044
,,1403.125,0.0359,0.0168,0.0144,0.0041,0.0019,0.0016
,,1406.25,0.0144,0.0359,0.0192,0.0016,0.0041,0.0022
