mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
45482200000A,2022-04-28T03:10:06.000Z,0,0.2323,NaN,9.9035,Infinity,NaN,Infinity
,,968.75,0.206,NaN,0.0862,0.0338,NaN,0.0142
,,971.875,0.1724,NaN,0.1461,0.0282,NaN,0.0239
,,975,0.091,NaN,0.1389,0.0149,NaN,0.0227
,,978.125,0.1389,0,0.1533,0.0226,0,0.0249
,,981.25,0.1293,0.2491,0.1724,0.021,0.0404,0.028
,,984.375,0.1677,0.1796,0.206,0.0271,0.029,0.0333
,,987.5,0.0575,0.3736,0.1509,0.0093,0.0602,0.0243
,,990.625,0.1006,0.1629,0.1485,0.0162,0.0262,0.0239
,,993.75,0.1724,0.1509,0.2084,0.0276,0.0242,0.0334
,,996.875,0.1245,0.1485,0.0814,0.0199,0.0237,0.013
,,1000,0.0982,0.1844,0.0599,0.0156,0.0293,0.0095
,,1003.125,0.1724,0.1245,0.1748,0.0274,0.0198,0.0277
,,1006.25,0.1605,0.1509,0.115,0.0254,0.0239,0.0182
,,1009.375,0.2012,0.2587,0.0934,0.0317,0.0408,0.0147
,,1012.5,0.1461,0.1916,0.2922,0.023,0.0301,0.0459
,,1015.625,0.297,NaN,0.1677,0.0465,NaN,0.0263
,,1018.75,0.3114,NaN,0.103,0.0486,NaN,0.0161
,,1021.875,0.5197,NaN,0.3401,0.0809,NaN,0.053
,,1025,0.1126,NaN,0.182,0.0175,NaN,0.0283
,,1028.125,0.4072,NaN,0.3569,0.063,NaN,0.0552
,,1031.25,0.2299,NaN,0.103,0.0355,NaN,0.0159
,,1034.375,0.1509,NaN,0.0671,0.0232,NaN,0.0103
,,1037.5,NaN,NaN,0.2587,NaN,NaN,0.0397
,,1040.625,NaN,NaN,0.0862,NaN,NaN,0.0132
,,1043.75,NaN,NaN,0.2132,NaN,NaN,0.0325
,,1046.875,NaN,NaN,0.0982,NaN,NaN,0.0149
,,1050,NaN,0,0.194,NaN,0,0.0294
,,1053.125,NaN,0.1796,0.024,NaN,0.0271,0.0036
,,1056.25,NaN,0.6083,0.5748,NaN,0.0917,0.0866
,,1059.375,NaN,0.3449,0.1581,NaN,0.0518,0.0238
,,1062.5,NaN,0.4263,0.0168,NaN,0.0639,0.0025
,,1065.625,NaN,0.4982,0.2682,NaN,0.0744,0.0401
,,1068.75,NaN,0.1102,0.1269,NaN,0.0164,0.0189
,,1071.875,0,0.2659,0.2611,0,0.0395,0.0388
,,1075,0.5269,0.3736,0.4024,0.078,0.0553,0.0596
,,1078.125,0.5628,0.4958,0.4072,0.0831,0.0732,0.0601
,,1081.25,0.1581,0.1245,0.1198,0.0233,0.0183,0.0176
,,1084.375,0.1437,0.0886,0.2539,0.0211,0.013,0.0373
,,1087.5,0.1796,0.3138,0.1389,0.0263,0.0459,0.0203
,,1090.625,0.1317,0.1557,0.0671,0.0192,0.0227,0.0098
,,1093.75,0.1581,0.1174,0.0886,0.023,0.0171,0.0129
,,1096.875,0.2802,0.3233,0.2251,0.0407,0.0469,0.0327
,,1100,0.297,0.4527,0.1198,0.043,0.0655,0.0173
,,1103.125,0.1317,0.2611,0.0814,0.019,0.0377,0.0117
,,1106.25,0.2563,0.5054,0.1653,0.0369,0.0727,0.0238
,,1109.375,0.0527,0.0695,0.0838,0.0076,0.01,0.012
,,1112.5,0.0623,0.1796,0.1245,0.0089,0.0257,0.0178
,,1115.625,0.1437,0.1174,0.0814,0.0205,0.0167,0.0116
,,1118.75,0.1413,0.206,0.115,0.0201,0.0293,0.0164
,,1121.875,0.1653,0.1533,0.115,0.0235,0.0217,0.0163
,,1125,0.1317,0.1054,0.0383,0.0186,0.0149,0.0054
,,1128.125,0.0671,0.1174,0.1581,0.0095,0.0166,0.0223
,,1131.25,0.2443,0.4215,0.1677,0.0344,0.0593,0.0236
,,1134.375,0.2682,0.3449,0.1245,0.0376,0.0484,0.0175
,,1137.5,0.0742,0.1772,0.0551,0.0104,0.0248,0.0077
,,1140.625,0.0934,0.1988,0.0144,0.013,0.0277,0.002
,,1143.75,0.1365,0.2084,0.0742,0.019,0.029,0.0103
,,1146.875,0.0575,0.1341,0.0575,0.008,0.0186,0.008
,,1150,0.1389,0.1006,0.1629,0.0192,0.0139,0.0225
,,1153.125,0.1245,0.2635,0.0838,0.0172,0.0364,0.0116
,,1156.25,0.0647,0.0479,0.1078,0.0089,0.0066,0.0148
,,1159.375,0.1724,0.273,0,0.0237,0.0375,0
,,1162.5,0.0671,0.103,0,0.0092,0.0141,0
,,1165.625,0.2084,0.3233,0.0311,0.0285,0.0441,0.0042
,,1168.75,0.0527,0.115,0.0695,0.0072,0.0157,0.0095
,,1171.875,0.1054,0.1389,NaN,0.0143,0.0189,NaN
,,1175,0.1198,0.1581,NaN,0.0162,0.0214,NaN
,,1178.125,0.0431,0.0431,NaN,0.0058,0.0058,NaN
,,1181.25,NaN,0.0287,NaN,NaN,0.0039,NaN
,,1184.375,NaN,0.0527,NaN,NaN,0.0071,NaN
,,1187.5,NaN,0.0742,NaN,NaN,0.0099,NaN
,,1190.625,NaN,0.0647,NaN,NaN,0.0086,NaN
,,1193.75,NaN,0.0575,NaN,NaN,0.0077,NaN
,,1196.875,NaN,0.0431,NaN,NaN,0.0057,NaN
,,1200,NaN,0.0766,NaN,NaN,0.0102,NaN
,,1203.125,NaN,0.1293,NaN,NaN,0.0171,NaN
,,1206.25,NaN,0.0359,NaN,NaN,0.0047,NaN
,,1209.375,NaN,0.0623,0.0479,NaN,0.0082,0.0063
,,1212.5,NaN,0.0814,0.1365,NaN,0.0107,0.0179
,,1215.625,0,0.0599,0.0886,0,0.0078,0.0116
,,1218.75,0.0958,0.1269,0.1054,0.0125,0.0166,0.0138
,,1221.875,0.0431,0.0671,0.0335,0.0056,0.0087,0.0044
,,1225,0.0647,0.115,0.1269,0.0084,0.0149,0.0165
,,1228.125,0.0216,0.0575,0.0407,0.0028,0.0075,0.0053
,,1231.25,0.091,0.2036,0.0527,0.0118,0.0263,0.0068
,,1234.375,0.0479,0.0647,0.0503,0.0062,0.0083,0.0065
,,1237.5,0.0287,0.0455,0.1054,0.0037,0.0059,0.0136
,,1240.625,0.0479,0.1078,0.0599,0.0061,0.0138,0.0077
,,1243.75,0.0431,0.0311,0.0311,0.0055,0.004,0.004
,,1246.875,0.0551,0.0766,0.0287,0.007,0.0098,0.0037
,,1250,0.0383,0.0263,0.0551,0.0049,0.0033,0.007
,,1253.125,0.0766,0.1078,0.0551,0.0097,0.0137,0.007
,,1256.25,0.0479,0.0359,0.0335,0.0061,0.0045,0.0042
,,1259.375,0.1078,0.1245,0.0934,0.0136,0.0157,0.0118
,,1262.5,0.0647,0.1054,0.0383,0.0082,0.0133,0.0048
,,1265.625,0.0407,0.1245,0.0479,0.0051,0.0157,0.006
,,1268.75,0.0671,0.0551,0.0335,0.0084,0.0069,0.0042
,,1271.875,0.1245,0.1653,0.0287,0.0156,0.0207,0.0036
,,1275,0.0479,0.0383,0.024,0.006,0.0048,0.003
,,1278.125,0.0958,0.115,0.0838,0.0119,0.0143,0.0104
,,1281.25,0.1102,0.0599,0.0407,0.0137,0.0074,0.0051
,,1284.375,0.0192,0.024,0.0575,0.0024,0.003,0.0071
,,1287.5,0.1341,0.1389,0.0455,0.0166,0.0172,0.0056
,,1290.625,0.115,0.1245,0.0383,0.0142,0.0154,0.0047
,,1293.75,0.0766,0.0359,0.0359,0.0094,0.0044,0.0044
,,1296.875,0.0168,0.0575,0.024,0.0021,0.0071,0.0029
,,1300,0.2299,0.1341,0.1365,0.0281,0.0164,0.0167
,,1303.125,0.1006,NaN,0.0695,0.0123,NaN,0.0085
,,1306.25,0.1509,NaN,0.0527,0.0184,NaN,0.0064
,,1309.375,0.0934,NaN,0.0623,0.0114,NaN,0.0076
,,1312.5,0.0287,NaN,0.0551,0.0035,NaN,0.0067
,,1315.625,0.1413,NaN,0.0719,0.0171,NaN,0.0087
,,1318.75,0.091,NaN,0.103,0.011,NaN,0.0124
,,1321.875,0.0862,NaN,0.1006,0.0104,NaN,0.0121
,,1325,0.1126,NaN,0.1341,0.0135,NaN,0.0161
,,1328.125,0.012,NaN,0.0671,0.0014,NaN,0.008
,,1331.25,0.0527,NaN,0.0144,0.0063,NaN,0.0017
,,1334.375,0.1461,NaN,0.0575,0.0174,NaN,0.0069
,,1337.5,0.0766,0,0.0479,0.0091,0,0.0057
,,1340.625,0.0647,0.1485,0.0263,0.0077,0.0176,0.0031
,,1343.75,0.1437,0.0144,0.1437,0.017,0.0017,0.017
,,1346.875,0.0479,0.0072,0.0072,0.0057,0.0009,0.0009
,,1350,0.0575,0.115,0.0216,0.0068,0.0136,0.0025
,,1353.125,0.2922,0.1437,0.1413,0.0344,0.0169,0.0166
,,1356.25,0.1796,0.1221,0.0431,0.0211,0.0143,0.0051
,,1359.375,0.2203,0.115,0.0623,0.0258,0.0135,0.0073
,,1362.5,0.2227,0.1293,0.1317,0.026,0.0151,0.0154
,,1365.625,0.1461,0.0431,0.0719,0.017,0.005,0.0084
,,1368.75,0.0527,0.0431,0.0383,0.0061,0.005,0.0045
,,1371.875,0.1078,0.0671,0.0527,0.0125,0.0078,0.0061
,,1375,0.0719,0.0407,0.0575,0.0083,0.0047,0.0067
,,1378.125,0.3545,0.1485,0.1054,0.0409,0.0171,0.0122
,,1381.25,0.1269,0.0551,0.0695,0.0146,0.0063,0.008
,,1384.375,0.0958,0.0359,0.0263,0.011,0.0041,0.003
,,1387.5,0.182,0.091,0.012,0.0209,0.0104,0.0014
,,1390.625,0.2251,0.1413,0.0934,0.0258,0.0162,0.0107
,,1393.75,0.285,0.1629,0.1006,0.0325,0.0186,0.0115
,,1396.875,0.2036,0.1293,0.1006,0.0232,0.0147,0.0115
,,1400,0.2323,0.1269,0.1174,0.0264,0.0144,0.0133
,,1403.125,0.0838,0.0359,0.0407,0.0095,0.0041,0.0046
,,1406.25,0.2156,0.0383,0.1245,0.0244,0.0043,0.0141
,,1409.375,0.1557,0.0862,0.0862,0.0176,0.0097,0.0097
,,1412.5,0.0335,0.0287,0.0431,0.0038,0.0032,0.0049
,,1415.625,0.0862,0.0431,0.0455,0.0097,0.0048,0.0051
,,1418.75,0.1605,0.0814,0.0671,0.018,0.0091,0.0075
,,1421.875,0.182,0.079,0.0719,0.0204,0.0088,0.008
,,1425,0.0359,0.0311,0.0168,0.004,0.0035,0.0019
,,1428.125,0.1293,0.0144,0.0407,0.0144,0.0016,0.0045
,,1431.25,0.3257,0.115,0.1557,0.0362,0.0128,0.0173
,,1434.375,0.1126,0.0168,0.091,0.0125,0.0019,0.0101
,,1437.5,0.1293,0.0359,0.115,0.0143,0.004,0.0127
,,1440.625,0.1772,0.0575,0.1796,0.0196,0.0064,0.0198
,,1443.75,0.4383,0.1174,0.2587,0.0483,0.0129,0.0285
,,1446.875,0.115,0.0383,0.1269,0.0126,0.0042,0.014
,,1450,0.091,0.0072,0.091,0.01,0.0008,0.01
,,1453.125,0.0335,0.0263,0.0407,0.0037,0.0029,0.0045
,,1456.25,0.0982,0.0623,0.0503,0.0107,0.0068,0.0055
,,1459.375,0.0527,0.0311,0.0407,0.0057,0.0034,0.0044
,,1462.5,0.0599,0.024,0.0455,0.0065,0.0026,0.005
,,1465.625,0.0359,0.0527,0.012,0.0039,0.0057,0.0013
,,1468.75,0.0958,0.0168,0.0479,0.0104,0.0018,0.0052
,,1471.875,0.0192,0.0072,0.0527,0.0021,0.0008,0.0057
,,1475,0.0479,0.0479,0.0479,0.0052,0.0052,0.0052
,,1478.125,0.0168,0.0072,0.012,0.0018,0.0008,0.0013
,,1481.25,0.0287,0.0575,0.0383,0.0031,0.0062,0.0041
,,1484.375,0.2443,0.1174,0.1126,0.0262,0.0126,0.0121
,,1487.5,0.0431,0.0048,0.0359,0.0046,0.0005,0.0038
,,1490.625,0.0431,0.0431,0.0168,0.0046,0.0046,0.0018
,,1493.75,0.0814,0.0216,0.0359,0.0087,0.0023,0.0038
,,1496.875,0.0263,0.0623,0.0192,0.0028,0.0066,0.002
,,1500,0.0455,0.0168,0.0072,0.0048,0.0018,0.0008
,,1503.125,0.0263,0.0335,0.0144,0.0028,0.0035,0.0015
,,1506.25,0.024,0.0311,0.0359,0.0025,0.0033,0.0038
,,1509.375,0.0359,0.0192,0.0263,0.0038,0.002,0.0028
,,1512.5,0.0383,0.0192,0.0144,0.004,0.002,0.0015
,,1515.625,0.0431,0.0287,0.0048,0.0045,0.003,0.0005
,,1518.75,0.0144,0.024,0.0527,0.0015,0.0025,0.0055
,,1521.875,0.0287,0.0335,0.0359,0.003,0.0035,0.0038
,,1525,0.0072,0.0048,0.0216,0.0008,0.0005,0.0023
,,1528.125,0.0144,0.0192,0.012,0.0015,0.002,0.0012
,,1531.25,0.0575,0.0168,0.0359,0.006,0.0017,0.0037
,,1534.375,0.0287,0.0192,0.0407,0.003,0.002,0.0042
,,1537.5,0.0695,0.0359,0.0072,0.0072,0.0037,0.0007
,,1540.625,0.0192,0.0216,0.012,0.002,0.0022,0.0012
,,1543.75,0.0431,0.0144,0.0383,0.0044,0.0015,0.0039
,,1546.875,0.0072,0,0.0335,0.0007,0,0.0034
,,1550,0.0072,0.0072,0.0216,0.0007,0.0007,0.0022
,,1553.125,0.0192,NaN,0.0072,0.002,NaN,0.0007
,,1556.25,0.0431,NaN,0.0335,0.0044,NaN,0.0034
,,1559.375,0.0168,NaN,0.0144,0.0017,NaN,0.0015
,,1562.5,0.0144,NaN,0.0192,0.0015,NaN,0.002
,,1565.625,0.0263,NaN,0.0072,0.0027,NaN,0.0007
,,1568.75,0.0383,NaN,0.0287,0.0039,NaN,0.0029
,,1571.875,0.012,NaN,0.0168,0.0012,NaN,0.0017
,,1575,0.0192,NaN,0.0168,0.0019,NaN,0.0017
,,1578.125,0.024,NaN,0,0.0024,NaN,0
,,1581.25,0.0359,NaN,0.0359,0.0036,NaN,0.0036
,,1584.375,0,NaN,0.024,0,NaN,0.0024
,,1587.5,0.0263,NaN,0.0216,0.0026,NaN,0.0022
,,1590.625,0.0216,0.0359,0.0072,0.0022,0.0036,0.0007
,,1593.75,0.0335,0.012,0.0311,0.0033,0.0012,0.0031
,,1596.875,0.012,0,0.0335,0.0012,0,0.0033
,,1600,0,0,0,0,0,0
45482200000A,2022-04-28T15:09:46.000Z,0,0.1557,2.8238,9.7958,Infinity,Infinity,Infinity
,,3.125,0.3066,0.1868,0.3832,15.615,9.5136,19.5162
,,6.25,0.0623,0.182,0.0479,1.5865,4.6346,1.2198
,,9.375,0.2682,0.2778,0.3185,4.5531,4.7161,5.407
,,12.5,0.024,0.0982,0.0766,0.3056,1.2503,0.9753
,,15.625,0.4599,0.3138,0.5437,4.6845,3.1963,5.5381
,,18.75,0.0599,0.1988,0.0742,0.5084,1.6875,0.6298
,,21.875,0.1605,0.2347,0.364,1.1677,1.7076,2.6483
,,25,0.079,0.2132,0.0862,0.5029,1.3573,0.5488
,,28.125,0.7904,0.5964,0.8742,4.4727,3.3749,4.947
,,31.25,0.1006,0.2443,0.0623,0.5124,1.2442,0.3173
,,34.375,0.3617,0.4335,0.2994,1.6747,2.0071,1.3862
,,37.5,0.309,0.5269,0.4072,1.3114,2.2362,1.7282
,,40.625,2.7447,2.6513,3.0752,10.7528,10.3869,12.0476
,,43.75,0.2754,0.6131,0.5485,1.0019,2.2304,1.9953
,,46.875,0.3185,0.2347,0.5389,1.0814,0.7969,1.8297
,,50,0.4263,0.7089,0.7281,1.357,2.2565,2.3176
,,53.125,2.0478,1.6526,1.758,6.1349,4.951,5.2667
,,56.25,0.0742,0.3233,0.0695,0.2099,0.9148,0.1966
,,59.375,0.2587,0.1174,0.3018,0.6934,0.3147,0.809
,,62.5,0.1461,0.3305,0.2467,0.372,0.8416,0.6282
,,65.625,0.6036,0.7281,0.6802,1.4639,1.7658,1.6496
,,68.75,0.0766,0.2802,0.1629,0.1773,0.6487,0.3771
,,71.875,0.2323,0.1796,0.2826,0.5144,0.3977,0.6258
,,75,0.0814,0.2347,0.3377,0.1727,0.498,0.7166
,,78.125,0.4215,0.697,0.4622,0.8587,1.4199,0.9416
,,81.25,0.1533,NaN,0.2323,0.3003,NaN,0.455
,,84.375,0.3233,NaN,0.6419,0.6098,NaN,1.2108
,,87.5,0.2611,NaN,0.5317,0.4749,NaN,0.9671
,,90.625,0.2826,NaN,0.6275,0.4963,NaN,1.102
,,93.75,0.6371,NaN,1.4969,1.0816,NaN,2.5412
,,96.875,0.2323,NaN,0.309,0.3816,NaN,0.5077
,,100,0.0359,NaN,0.2251,0.0571,NaN,0.3583
,,103.125,0.2922,NaN,0.194,0.451,NaN,0.2994
,,106.25,0.1653,NaN,0.2299,0.2476,NaN,0.3444
,,109.375,0.2036,NaN,0.1461,0.2963,NaN,0.2126
,,112.5,0.079,NaN,0.3856,0.1118,NaN,0.5455
,,115.625,0.0575,0,0.3329,0.0791,0,0.4582
,,118.75,0.0575,0.3066,0.206,0.0771,0.4109,0.2761
,,121.875,0.2227,0.3569,0.5149,0.2908,0.4661,0.6724
,,125,0.1653,0.2467,0.4024,0.2105,0.3141,0.5124
,,128.125,0.2922,0.4622,0.1677,0.363,0.5741,0.2083
,,131.25,0.1772,0.6778,0.6083,0.2149,0.8219,0.7376
,,134.375,0.8167,1.0993,1.7364,0.9673,1.302,2.0566
,,137.5,0.3161,0.6994,0.6012,0.3659,0.8095,0.6959
,,140.625,0.1509,0.4263,0.4479,0.1708,0.4825,0.5069
,,143.75,0.3545,0.388,0.6227,0.3925,0.4296,0.6894
,,146.875,0.273,0.4694,0.2491,0.2958,0.5086,0.2699
,,150,0.273,0.206,0.2132,0.2897,0.2186,0.2262
,,153.125,0.4886,0.4072,0.5054,0.5078,0.4232,0.5253
,,156.25,0.1293,0.1126,0.3377,0.1317,0.1147,0.344
,,159.375,0.2203,0.3664,0.8119,0.22,0.3659,0.8108
,,162.5,0.2467,0.2156,0.103,0.2416,0.2112,0.1009
,,165.625,0.1868,0.5892,0.3784,0.1795,0.5662,0.3636
,,168.75,0.2635,0.1054,0.1772,0.2485,0.0994,0.1671
,,171.875,0.2659,0.3736,0.2491,0.2462,0.346,0.2307
,,175,0.6634,0.7209,0.4215,0.6033,0.6556,0.3833
,,178.125,0.6203,1.2358,0.6898,0.5542,1.1042,0.6163
,,181.25,0.2826,0.7497,0.5125,0.2481,0.6583,0.45
,,184.375,0.1389,0.467,0.6586,0.1199,0.4031,0.5685
,,187.5,0.4934,NaN,0.7856,0.4188,NaN,0.6668
,,190.625,0.2467,NaN,0.4143,0.206,NaN,0.3459
,,193.75,0.2203,NaN,0.3209,0.181,NaN,0.2636
,,196.875,0.1581,NaN,0.1078,0.1278,NaN,0.0871
,,200,0.3856,NaN,0.376,0.3069,NaN,0.2992
,,203.125,0.4048,NaN,0.1916,0.3172,NaN,0.1501
,,206.25,0.2179,NaN,0.0886,0.1681,NaN,0.0684
,,209.375,NaN,NaN,0.0886,NaN,NaN,0.0673
,,212.5,NaN,NaN,0.2395,NaN,NaN,0.1794
,,215.625,NaN,NaN,0.206,NaN,NaN,0.1521
,,218.75,NaN,NaN,0.0862,NaN,NaN,0.0627
,,221.875,NaN,NaN,0.2012,NaN,NaN,0.1443
,,225,NaN,NaN,0.1509,NaN,NaN,0.1067
,,228.125,NaN,NaN,0.4599,NaN,NaN,0.3209
,,231.25,NaN,NaN,0.4527,NaN,NaN,0.3116
,,234.375,NaN,NaN,0.1198,NaN,NaN,0.0814
,,237.5,NaN,NaN,0.2179,NaN,NaN,0.146
,,240.625,NaN,NaN,0.194,NaN,NaN,0.1283
,,243.75,NaN,NaN,0.103,NaN,NaN,0.0673
,,246.875,0.2203,NaN,0.1437,0.142,NaN,0.0926
,,250,0.376,NaN,0.3018,0.2394,NaN,0.1921
,,253.125,0.2395,NaN,0.2251,0.1506,NaN,0.1415
,,256.25,0.0862,NaN,0.2227,0.0535,NaN,0.1383
,,259.375,0.2802,0,0.491,0.1719,0,0.3013
,,262.5,0.4431,0.0814,0.4575,0.2687,0.0494,0.2774
,,265.625,0.3736,0.0719,0.2946,0.2239,0.0431,0.1765
,,268.75,0.3329,0.2084,0.4455,0.1971,0.1234,0.2638
,,271.875,0.4886,0.1317,0.7185,0.286,0.0771,0.4206
,,275,0.1796,0.115,0.2203,0.1039,0.0666,0.1275
,,278.125,0.0503,0.0671,0.1772,0.0288,0.0384,0.1014
,,281.25,0.1198,0.1844,0.4119,0.0678,0.1043,0.2331
,,284.375,0.1198,0.0647,0.0934,0.067,0.0362,0.0523
,,287.5,0.115,0.0455,0.2108,0.0637,0.0252,0.1167
,,290.625,0.2419,0.0862,0.0814,0.1325,0.0472,0.0446
,,293.75,0.1365,0.0575,0.1509,0.074,0.0312,0.0818
,,296.875,0.0934,0.0623,0.0359,0.0501,0.0334,0.0192
,,300,0.2156,0.1317,0.2706,0.1144,0.0699,0.1436
,,303.125,0.1317,0.0814,0.012,0.0691,0.0427,0.0063
,,306.25,0.0575,0.0527,0.1006,0.0299,0.0274,0.0523
,,309.375,0.1102,0.1006,0.1078,0.0567,0.0518,0.0555
,,312.5,0.0766,0.1293,0.1102,0.039,0.0659,0.0561
,,315.625,0.0359,0.2203,0.1221,0.0181,0.1111,0.0616
,,318.75,0.0527,0.1365,0.1413,0.0263,0.0682,0.0706
,,321.875,0.3018,0.3209,0.2084,0.1492,0.1587,0.103
,,325,0.1389,0.2395,0.1174,0.068,0.1173,0.0575
,,328.125,0.1772,0.0719,0.1437,0.0859,0.0349,0.0697
,,331.25,0.0934,0.1078,0.0719,0.0449,0.0518,0.0345
,,334.375,0.1245,0.0862,0.1796,0.0593,0.041,0.0855
,,337.5,0.0168,0.0623,0.0335,0.0079,0.0294,0.0158
,,340.625,0.0838,0.17,0.1772,0.0392,0.0794,0.0828
,,343.75,0.0647,0.0383,0.103,0.03,0.0177,0.0477
,,346.875,0.0287,0.0551,0.0695,0.0132,0.0253,0.0319
,,350,0.182,0.024,0.2491,0.0828,0.0109,0.1133
,,353.125,0.1293,0.1221,0.0862,0.0583,0.055,0.0389
,,356.25,0.0695,0.0479,0.1006,0.031,0.0214,0.0449
,,359.375,0.2275,0.0359,0.285,0.1008,0.0159,0.1262
,,362.5,0.2323,0.206,0.2395,0.102,0.0904,0.1052
,,365.625,0.2682,0.2203,0.2539,0.1167,0.0959,0.1105
,,368.75,0.0479,0.1054,0.103,0.0207,0.0455,0.0445
,,371.875,0.1078,0.1293,0.1365,0.0461,0.0553,0.0584
,,375,0.1605,0.0335,0.194,0.0681,0.0142,0.0823
,,378.125,0.1413,0.1581,0.1557,0.0595,0.0665,0.0655
,,381.25,0.0814,0.0335,0.1293,0.034,0.014,0.054
,,384.375,0.2036,0.1054,0.0719,0.0843,0.0436,0.0298
,,387.5,0.091,0.0934,0.1341,0.0374,0.0384,0.0551
,,390.625,0.0958,0.0862,0.0862,0.039,0.0351,0.0351
,,393.75,0.0671,0.0072,0.0695,0.0271,0.0029,0.0281
,,396.875,0.1988,0.1198,0.1485,0.0797,0.048,0.0596
,,400,0.0599,0.1126,0.0599,0.0238,0.0448,0.0238
,,403.125,0.206,0.1365,0.0431,0.0813,0.0539,0.017
,,406.25,0.0647,0.0599,0.0862,0.0253,0.0235,0.0338
,,409.375,0.2227,0.206,0.1772,0.0866,0.0801,0.0689
,,412.5,0.1485,0.0359,0.0359,0.0573,0.0139,0.0139
,,415.625,0.3233,0.1437,0.103,0.1238,0.055,0.0394
,,418.75,0.206,0.1437,NaN,0.0783,0.0546,NaN
,,421.875,0.2419,0.0263,NaN,0.0913,0.0099,NaN
,,425,NaN,0.0407,NaN,NaN,0.0152,NaN
,,428.125,NaN,0.0862,NaN,NaN,0.032,NaN
,,431.25,NaN,0.0599,NaN,NaN,0.0221,NaN
,,434.375,NaN,0.0671,NaN,NaN,0.0246,NaN
,,437.5,NaN,0.2299,NaN,NaN,0.0836,NaN
,,440.625,NaN,0.1916,NaN,NaN,0.0692,NaN
,,443.75,NaN,0.091,NaN,NaN,0.0326,NaN
,,446.875,NaN,0.1509,NaN,NaN,0.0537,NaN
,,450,NaN,0.1245,NaN,NaN,0.044,NaN
,,453.125,NaN,0.1006,0,NaN,0.0353,0
,,456.25,NaN,0.0958,0.1988,NaN,0.0334,0.0693
,,459.375,NaN,0.2012,0.115,NaN,0.0697,0.0398
,,462.5,0.1221,0.0335,0.079,0.042,0.0115,0.0272
,,465.625,0.0383,0.0862,0.1796,0.0131,0.0295,0.0614
,,468.75,0.0814,0.0431,0.0359,0.0276,0.0146,0.0122
,,471.875,0.0695,0.0742,0.1748,0.0234,0.025,0.059
,,475,0.1844,0.0742,0.0766,0.0618,0.0249,0.0257
,,478.125,0.0479,0.0958,0.0742,0.0159,0.0319,0.0247
,,481.25,0.1054,0.0431,0.0742,0.0349,0.0143,0.0245
,,484.375,0.0335,0.1868,0.0216,0.011,0.0614,0.0071
,,487.5,0.0647,0.0719,0.0766,0.0211,0.0235,0.025
,,490.625,0.0335,0.2635,0.0647,0.0109,0.0855,0.021
,,493.75,0.0287,0.2443,0.0742,0.0093,0.0787,0.0239
,,496.875,0.0527,0.0575,0.0814,0.0169,0.0184,0.0261
,,500,0.1102,0.115,0.0335,0.0351,0.0366,0.0107
,,503.125,0.0359,0.1988,0.0671,0.0114,0.0629,0.0212
,,506.25,0.1221,0.0766,0.0575,0.0384,0.0241,0.0181
,,509.375,0.0383,0.1365,0.0479,0.012,0.0426,0.015
,,512.5,0.012,0.1245,0.0431,0.0037,0.0387,0.0134
,,515.625,0.0862,0.1198,0.0479,0.0266,0.037,0.0148
,,518.75,0.0503,0.0719,0.091,0.0154,0.0221,0.0279
,,521.875,0.0647,0.1868,0.091,0.0197,0.057,0.0278
,,525,0.115,0.0263,0.079,0.0349,0.008,0.0239
,,528.125,0.0359,0.0359,0.0311,0.0108,0.0108,0.0094
,,531.25,0.0311,0.0383,0.0263,0.0093,0.0115,0.0079
,,534.375,0.0431,0.1293,0.0551,0.0128,0.0385,0.0164
,,537.5,0.0623,0.0647,0.0431,0.0184,0.0192,0.0128
,,540.625,0.0551,0.1964,0.0527,0.0162,0.0578,0.0155
,,543.75,0.0695,0.1365,0.0814,0.0203,0.04,0.0238
,,546.875,0.0623,0.1653,0.0287,0.0181,0.0481,0.0084
,,550,0.0575,0.194,0.091,0.0166,0.0561,0.0263
,,553.125,0.0958,0.0695,0.0407,0.0276,0.02,0.0117
,,556.25,0.0695,0.1748,0.0431,0.0199,0.05,0.0123
,,559.375,0.0695,0.103,0.0671,0.0198,0.0293,0.0191
,,562.5,0.0359,0.0407,0.0311,0.0102,0.0115,0.0088
,,565.625,0.0814,0.0359,0.0455,0.0229,0.0101,0.0128
,,568.75,0.0814,0.103,0.091,0.0228,0.0288,0.0255
,,571.875,0.0407,0.1126,0.0527,0.0113,0.0313,0.0147
,,575,0.0862,0.0766,0.0551,0.0239,0.0212,0.0153
,,578.125,0.0527,0.2419,0.0958,0.0145,0.0666,0.0264
,,581.25,0.0359,0.1868,0.115,0.0098,0.0511,0.0315
,,584.375,0.0527,0.3617,0.1198,0.0144,0.0985,0.0326
,,587.5,0.0072,0.2563,0.091,0.002,0.0694,0.0247
,,590.625,0.0575,0.1748,0.0695,0.0155,0.0471,0.0187
,,593.75,0.0719,0.0647,0.0623,0.0193,0.0173,0.0167
,,596.875,0.0647,0.1677,NaN,0.0173,0.0447,NaN
,,600,0.0647,0.2587,NaN,0.0172,0.0686,NaN
,,603.125,0.0192,0.0766,NaN,0.0051,0.0202,NaN
,,606.25,0.0479,0.1653,NaN,0.0126,0.0434,NaN
,,609.375,0.0814,0.0551,NaN,0.0213,0.0144,NaN
,,612.5,0.0479,0.0695,NaN,0.0124,0.0181,NaN
